symbol,buyOrderPrice1,buyOrderQty1,sellOrderPrice1,sellQty1,lastTradedPrice,underLyingLtp,futuresLtp,spread,spreadPer,openPositions,annualisedYieldPer,volume,turnOver,transactionValue,caExpDate,ca,meta,series_key,snapshot_date
MAXHEALTH,0.0,0,6.9,700,0.0,1037.7,1041.4,-3.7,-0.36,0,1.38,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},XN,2026-09-13
COCHINSHIP,2.13,906,3.9,200,2.13,1381.0,1386.4,-5.4,-0.39,7661,1.1,7661,16164.71,11664102.33,03-Feb-2026,INTERIM DIVIDEND - RS 3.50 PER SHARE 03-Feb-2026,{'isSLBSec': True},XN,2026-09-13
BANKBARODA,0.0,0,0.49,3000,0.0,238.13,239.11,-0.98,-0.41,0,0.6,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},XN,2026-09-13
TORNTPHARM,1.0,2500,3.5,700,3.5,4965.5,4986.0,-20.5,-0.41,1542,0.5,125,437.5,616687.5,29-May-2026,DIVIDEND - RS 9 PER SHARE 29-May-2026,{'isSLBSec': True},XN,2026-09-13
AMBER,2.5,100,15.0,20,2.5,7245.0,7274.5,-29.5,-0.41,1,0.25,1,2.5,7282.5,02-Aug-2024,ANNUAL GENERAL MEETING 02-Aug-2024,{'isSLBSec': True},XN,2026-09-13
GODREJCP,0.0,0,1.99,1300,0.0,865.0,868.6,-3.6,-0.42,0,1.65,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},XN,2026-09-13
GRASIM,2.0,250,3.0,26857,2.5,3281.9,3296.0,-14.1,-0.43,98170,0.55,66222,170190.54,219956373.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},XN,2026-09-13
SAGILITY,0.0,0,9.0,50000,0.0,45.2,45.4,-0.2,-0.44,115,0.79,0,0.0,0.0,07-Aug-2026,DIVIDEND - RE 0.10 PER SHARE 07-Aug-2026,{'isSLBSec': True},XN,2026-09-13
AUROPHARMA,0.0,0,4.95,790,0.0,1679.8,1687.4,-7.6,-0.45,0,0.85,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},XN,2026-09-13
POWERGRID,0.0,0,0.99,47,0.0,269.1,270.35,-1.25,-0.46,0,1.99,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},XN,2026-09-13
VBL,0.0,0,0.9,400,0.0,416.5,418.4,-1.9,-0.46,0,5.16,0,0.0,0.0,31-Jul-2026,INTERIM DIVIDEND - RE 0.50 PER SHARE 31-Jul-2026,{'isSLBSec': True},XN,2026-09-13
ICICIPRULI,0.0,0,7.9,412,0.0,471.5,473.7,-2.2,-0.47,0,4.39,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 1.65 PER SHARE 05-Jun-2026,{'isSLBSec': True},XN,2026-09-13
TRENT,0.0,0,5.05,645,1.05,2802.4,2816.0,-13.6,-0.49,158,0.27,10,10.5,28197.5,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
ADANIPORTS,0.0,0,1.0,479,0.0,1764.6,1773.2,-8.6,-0.49,0,0.81,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 7.50 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
COLPAL,0.0,0,4.95,2500,0.0,1797.4,1806.2,-8.8,-0.49,0,0.2,0,0.0,0.0,01-Jun-2026,INTERIM DIVIDEND - RS 24 PER SHARE 01-Jun-2026,{'isSLBSec': True},XN,2026-09-13
LTF,0.2,13500,1.4,1025,0.0,309.1,310.65,-1.55,-0.5,1041154,2.78,0,0.0,0.0,22-May-2026,DIVIDEND - RS 2.75 PER SHARE 22-May-2026,{'isSLBSec': True},XN,2026-09-13
GLENMARK,0.0,0,0.99,1600,0.0,2419.2,2431.6,-12.4,-0.51,0,0.89,0,0.0,0.0,31-Aug-2026,DIVIDEND - RS 2.50 PER SHARE 31-Aug-2026,{'isSLBSec': True},XN,2026-09-13
AUBANK,0.0,0,6.0,635,0.0,1058.9,1064.3,-5.4,-0.51,0,5.95,0,0.0,0.0,31-Jul-2026,DIVIDEND - RE 1 PER SHARE 31-Jul-2026,{'isSLBSec': True},XN,2026-09-13
HDFCLIFE,0.0,0,1.49,1000,0.0,530.0,532.7,-2.7,-0.51,0,1.35,0,0.0,0.0,19-Jun-2026,DIVIDEND - RS 2.10 PER SHARE 19-Jun-2026,{'isSLBSec': True},XN,2026-09-13
POWERINDIA,20.0,12,58.0,25,20.0,31435.0,31600.0,-165.0,-0.52,263,0.46,140,1799.0,4370100.0,21-Aug-2026,DIVIDEND - RS 8 PER SHARE 21-Aug-2026,{'isSLBSec': True},XN,2026-09-13
GVT&D,0.0,0,10.0,2330,10.0,4548.1,4571.9,-23.8,-0.52,2000,1.57,2000,20000.0,9110000.0,21-Aug-2026,DIVIDEND - RS 10 PER SHARE 21-Aug-2026,{'isSLBSec': True},XN,2026-09-13
TATASTEEL,0.0,0,0.2,50,0.0,183.0,183.96,-0.96,-0.52,2291,0.12,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
LT,0.0,0,0.99,3058,0.0,3930.7,3951.3,-20.6,-0.52,3,0.01,0,0.0,0.0,22-May-2026,DIVIDEND - RS 38 PER SHARE 22-May-2026,{'isSLBSec': True},XN,2026-09-13
SBICARD,0.0,0,7.0,91,0.0,655.2,658.6,-3.4,-0.52,923,0.82,0,0.0,0.0,11-Mar-2026,INTERIM DIVIDEND - RS 2.50 PER SHARE 11-Mar-2026,{'isSLBSec': True},XN,2026-09-13
RECLTD,0.0,0,1.97,4750,0.3,312.7,314.35,-1.65,-0.53,183727,0.69,1488,446.4,467380.8,14-Aug-2026,DIVIDEND - RS 1.55 PER SHARE 14-Aug-2026,{'isSLBSec': True},XN,2026-09-13
ABB,5.0,1250,9.9,5,5.06,7274.0,7312.5,-38.5,-0.53,9632,0.5,1861,9360.83,13648685.66,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},XN,2026-09-13
ICICIGI,0.0,0,1.15,74,0.0,1459.8,1467.5,-7.7,-0.53,205,0.39,0,0.0,0.0,29-May-2026,DIVIDEND - RS 7 PER SHARE 29-May-2026,{'isSLBSec': True},XN,2026-09-13
BHARATFORG,0.0,0,4.95,1000,0.0,1944.9,1955.4,-10.5,-0.54,1168,1.1,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 6.50 PER SHARE 03-Jul-2026,{'isSLBSec': True},XN,2026-09-13
ASTRAL,1.0,780,8.0,145,0.0,1411.4,1419.2,-7.8,-0.55,14108,4.56,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 2.50 PER SHARE 14-Aug-2026,{'isSLBSec': True},XN,2026-09-13
ASIANPAINT,0.5,1000,1.8,300,1.0,2472.5,2486.0,-13.5,-0.55,20000,0.29,1750,2467.5,4373425.0,23-Jun-2026,DIVIDEND - RS 23 PER SHARE 23-Jun-2026,{'isSLBSec': True},XN,2026-09-13
JSWENERGY,0.0,0,1.0,800,0.0,526.45,529.4,-2.95,-0.56,0,1.36,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},XN,2026-09-13
POLICYBZR,1.0,700,9.99,50,0.0,1797.3,1807.7,-10.4,-0.58,0,0.8,0,0.0,0.0,, ,{'isSLBSec': True},XN,2026-09-13
KPITTECH,0.51,7995,1.0,38,1.0,553.75,556.95,-3.2,-0.58,1560,1.29,1550,1519.0,855522.5,12-Aug-2026,DIVIDEND - RS 5.25 PER SHARE 12-Aug-2026,{'isSLBSec': True},XN,2026-09-13
ANGELONE,0.15,5000,2.0,2700,0.0,305.0,306.8,-1.8,-0.59,3663,1.2,0,0.0,0.0,21-Jul-2026,INTERIM DIVIDEND - RE 1 PER SHARE 21-Jul-2026,{'isSLBSec': True},XN,2026-09-13
FEDERALBNK,0.0,0,0.65,4000,0.0,344.5,346.6,-2.1,-0.61,0,0.83,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},XN,2026-09-13
LUPIN,0.0,0,8.9,250,0.0,2095.0,2107.8,-12.8,-0.61,0,0.68,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 18 PER SHARE 17-Jul-2026,{'isSLBSec': True},XN,2026-09-13
JINDALSTEL,0.0,0,1.99,1400,0.0,1120.5,1127.5,-7.0,-0.62,0,0.64,0,0.0,0.0,21-Aug-2026,DIVIDEND - RS 2 PER SHARE 21-Aug-2026,{'isSLBSec': True},XN,2026-09-13
ULTRACEMCO,0.0,0,4.95,700,0.0,11000.0,11068.0,-68.0,-0.62,0,0.62,0,0.0,0.0,30-Jul-2026,DIVIDEND - RS 240 PER SHARE 30-Jul-2026,{'isSLBSec': True},XN,2026-09-13
IEX,0.0,0,0.51,499,0.0,113.88,114.59,-0.71,-0.62,0,5.66,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},XN,2026-09-13
ABCAPITAL,0.0,0,10.0,373,0.0,395.0,397.45,-2.45,-0.62,0,0.54,0,0.0,0.0,16-Aug-2018, ANNUAL GENERAL MEETING 16-Aug-2018,{'isSLBSec': True},XN,2026-09-13
PFC,0.0,0,0.98,500,0.0,353.45,355.7,-2.25,-0.64,212,2.02,0,0.0,0.0,27-Aug-2026,INTERIM DIVIDEND - RS 3.90 PER SHARE 27-Aug-2026,{'isSLBSec': True},XN,2026-09-13
VEDL,0.0,0,0.76,1500,0.0,263.7,265.4,-1.7,-0.64,8148,2.69,0,0.0,0.0,30-Apr-2026,DEMERGER 30-Apr-2026,{'isSLBSec': True},XN,2026-09-13
SAIL,0.0,0,0.99,400,0.0,179.0,180.17,-1.17,-0.65,0,5.28,0,0.0,0.0,08-Sep-2025,DIVIDEND - RS 1.60 PER SHARE 08-Sep-2025,{'isSLBSec': True},XN,2026-09-13
KOTAKBANK,0.0,0,0.78,11179,0.0,419.0,421.75,-2.75,-0.66,0,0.85,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 0.65 PER SHARE 17-Jul-2026,{'isSLBSec': True},XN,2026-09-13
CAMS,0.0,0,2.7,999,0.0,711.0,715.75,-4.75,-0.67,0,10.07,0,0.0,0.0,12-Aug-2026,INTERIM DIVIDEND - RS 2.50 PER SHARE 12-Aug-2026,{'isSLBSec': True},XN,2026-09-13
ETERNAL,0.1,1,1.75,1000,0.0,323.5,325.7,-2.2,-0.68,4874,0.07,0,0.0,0.0,, ,{'isSLBSec': True},XN,2026-09-13
NBCC,0.0,0,0.3,951,0.0,82.9,83.46,-0.56,-0.68,31,0.26,0,0.0,0.0,28-Aug-2026,DIVIDEND - RE 0.46 PER SHARE 28-Aug-2026,{'isSLBSec': True},XN,2026-09-13
BEL,0.0,0,0.49,30000,0.0,404.35,407.15,-2.8,-0.69,0,0.35,0,0.0,0.0,13-Aug-2026,DIVIDEND - RE 0.55 PER SHARE 13-Aug-2026,{'isSLBSec': True},XN,2026-09-13
SRF,0.71,2000,4.0,1500,0.0,2482.4,2499.5,-17.1,-0.69,0,1.15,0,0.0,0.0,28-Jul-2026,INTERIM DIVIDEND - RS 5 PER SHARE 28-Jul-2026,{'isSLBSec': True},XN,2026-09-13
NTPC,0.0,0,0.75,25000,0.0,333.4,335.75,-2.35,-0.7,0,0.54,0,0.0,0.0,02-Sep-2026,DIVIDEND - RS 3.50 PER SHARE 02-Sep-2026,{'isSLBSec': True},XN,2026-09-13
BANKINDIA,0.0,0,0.9,1647,0.0,140.0,141.0,-1.0,-0.71,0,2.56,0,0.0,0.0,29-May-2026,DIVIDEND - RS 4.65 PER SHARE 29-May-2026,{'isSLBSec': True},XN,2026-09-13
MARICO,0.0,0,1.99,4000,0.0,802.1,807.95,-5.85,-0.73,0,0.89,0,0.0,0.0,30-Jul-2026,DIVIDEND - RS 4 PER SHARE 30-Jul-2026,{'isSLBSec': True},XN,2026-09-13
DABUR,0.0,0,0.99,9000,0.0,376.0,378.8,-2.8,-0.74,0,7.61,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 5.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},XN,2026-09-13
BAJAJ-AUTO,0.0,0,4.5,97,0.0,11678.0,11764.0,-86.0,-0.74,75,0.28,0,0.0,0.0,24-Jun-2026,BUY BACK 24-Jun-2026,{'isSLBSec': True},XN,2026-09-13
BHEL,0.0,0,1.99,1192,0.0,431.0,434.25,-3.25,-0.75,0,0.66,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 1.40 PER SHARE 17-Jul-2026,{'isSLBSec': True},XN,2026-09-13
HDFCAMC,0.0,0,7.98,102,0.0,2403.9,2422.0,-18.1,-0.75,0,1.19,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 54 PER SHARE 05-Jun-2026,{'isSLBSec': True},XN,2026-09-13
MOTILALOFS,0.0,0,3.0,123,0.0,1026.5,1034.3,-7.8,-0.76,14625,0.35,0,0.0,0.0,30-Jan-2026,INTERIM DIVIDEND - RS 6 PER SHARE 30-Jan-2026,{'isSLBSec': True},XN,2026-09-13
TVSMOTOR,0.0,0,4.95,484,0.0,4125.0,4156.6,-31.6,-0.77,0,0.17,0,0.0,0.0,30-Mar-2026,INTERIM DIVIDEND - RS 12 PER SHARE 30-Mar-2026,{'isSLBSec': True},XN,2026-09-13
INDIGO,0.0,0,5.0,1450,2.0,4973.0,5012.0,-39.0,-0.78,23,0.29,23,46.0,113781.0,13-Aug-2025,DIVIDEND - RS 10 PER SHARE 13-Aug-2025,{'isSLBSec': True},XN,2026-09-13
BOSCHLTD,0.0,0,200.0,17,0.0,48385.0,48770.0,-385.0,-0.8,0,0.74,0,0.0,0.0,04-Aug-2026,DIVIDEND - RS 270 PER SHARE 04-Aug-2026,{'isSLBSec': True},XN,2026-09-13
HDFCBANK,0.0,0,0.23,25000,0.2,708.25,713.95,-5.7,-0.8,38428,0.2,1399,279.8,970906.0,19-Jun-2026,DIVIDEND - RS 13 PER SHARE 19-Jun-2026,{'isSLBSec': True},XN,2026-09-13
TATAELXSI,0.0,0,4.5,19,0.0,3383.0,3410.0,-27.0,-0.8,2643,0.95,0,0.0,0.0,10-Jun-2026,DIVIDEND - RS 75 PER SHARE 10-Jun-2026,{'isSLBSec': True},XN,2026-09-13
GAIL,0.0,0,0.75,40000,0.0,173.62,175.03,-1.41,-0.81,0,1.03,0,0.0,0.0,02-Sep-2026,DIVIDEND - RE 0.50 PER SHARE 02-Sep-2026,{'isSLBSec': True},XN,2026-09-13
BRITANNIA,0.0,0,13.0,2000,0.0,4962.0,5002.0,-40.0,-0.81,223,0.22,0,0.0,0.0,31-Jul-2026,DIVIDEND - RS 90.50 PER SHARE 31-Jul-2026,{'isSLBSec': True},XN,2026-09-13
UNOMINDA,0.0,0,22.1,150,0.0,1201.6,1211.3,-9.7,-0.81,0,2.65,0,0.0,0.0,29-May-2026,DIVIDEND - RS 1.75 PER SHARE 29-May-2026,{'isSLBSec': True},XN,2026-09-13
DMART,0.0,0,9.99,23,0.0,3688.0,3717.7,-29.7,-0.81,332,0.78,0,0.0,0.0,09-Aug-2021, ANNUAL GENERAL MEETING 09-Aug-2021,{'isSLBSec': True},XN,2026-09-13
ADANIENT,0.0,0,10.0,5000,0.0,3060.0,3085.1,-25.1,-0.82,0,0.7,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 1.30 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
COALINDIA,0.0,0,0.99,1000,0.0,426.4,430.0,-3.6,-0.84,100,0.5,0,0.0,0.0,04-Sep-2026,DIVIDEND - RS 5.25 PER SHARE 04-Sep-2026,{'isSLBSec': True},XN,2026-09-13
NESTLEIND,0.25,5000,1.0,22000,0.0,1383.3,1395.0,-11.7,-0.85,15500,0.54,0,0.0,0.0,10-Jul-2026,DIVIDEND - RS 5 PER SHARE 10-Jul-2026,{'isSLBSec': True},XN,2026-09-13
SONACOMS,0.5,1225,4.0,227,0.0,788.0,794.75,-6.75,-0.86,214,0.45,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 1.80 PER SHARE 25-Jun-2026,{'isSLBSec': True},XN,2026-09-13
VOLTAS,0.0,0,13.0,3700,0.0,1165.0,1175.0,-10.0,-0.86,0,0.01,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
MFSL,0.0,0,6.9,1350,0.0,1477.0,1489.7,-12.7,-0.86,0,1.45,0,0.0,0.0,16-Aug-2024,ANNUAL GENERAL MEETING 16-Aug-2024,{'isSLBSec': True},XN,2026-09-13
TCS,0.35,1750,0.97,306,0.35,2200.8,2220.0,-19.2,-0.87,9950,0.11,3875,2518.75,8542243.75,15-Jul-2026,INTERIM DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},XN,2026-09-13
M&M,0.0,0,2.99,800,0.0,3107.0,3135.0,-28.0,-0.9,600,0.12,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 33 PER SHARE 03-Jul-2026,{'isSLBSec': True},XN,2026-09-13
PNB,0.0,0,0.4,7000,0.0,116.75,117.82,-1.07,-0.92,0,1.23,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 3 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
PAYTM,0.0,0,5.0,3700,0.0,1807.5,1824.3,-16.8,-0.93,0,2.97,0,0.0,0.0,, ,{'isSLBSec': True},XN,2026-09-13
CHOLAFIN,0.0,0,6.9,1475,0.0,1845.9,1863.0,-17.1,-0.93,0,0.19,0,0.0,0.0,21-Jul-2026,DIVIDEND - RE 0.70 PER SHARE 21-Jul-2026,{'isSLBSec': True},XN,2026-09-13
INDUSINDBK,0.0,0,1.5,12,0.0,978.2,987.4,-9.2,-0.94,9200,1.1,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 1.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},XN,2026-09-13
IOC,0.0,0,7.0,300,0.0,135.11,136.4,-1.29,-0.95,0,2.12,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 14-Aug-2026,{'isSLBSec': True},XN,2026-09-13
HEROMOTOCO,1.55,1500,4.0,50,1.5,5221.5,5271.0,-49.5,-0.95,3469,0.21,3450,4312.5,18221175.0,24-Jul-2026,DIVIDEND - RS 75 PER SHARE 24-Jul-2026,{'isSLBSec': True},XN,2026-09-13
INDIANB,0.0,0,6.0,51,0.0,853.5,861.6,-8.1,-0.95,0,2.1,0,0.0,0.0,10-Jun-2026,DIVIDEND - RS 18.25 PER SHARE 10-Jun-2026,{'isSLBSec': True},XN,2026-09-13
CANBK,0.0,0,0.35,5173,0.0,124.0,125.2,-1.2,-0.97,0,1.62,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4.20 PER SHARE 12-Jun-2026,{'isSLBSec': True},XN,2026-09-13
ADANIPOWER,0.0,0,0.25,4110,0.0,209.97,212.0,-2.03,-0.97,2,0.51,0,0.0,0.0,22-Sep-2025,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE 22-Sep-2025,{'isSLBSec': True},XN,2026-09-13
DIVISLAB,0.0,0,5.03,24,0.0,9322.0,9413.0,-91.0,-0.98,645,0.19,0,0.0,0.0,24-Jul-2026,DIVIDEND - RS 30 PER SHARE 24-Jul-2026,{'isSLBSec': True},XN,2026-09-13
BAJAJFINSV,0.0,0,2.0,5000,0.0,1913.5,1932.3,-18.8,-0.98,0,0.37,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 1.50 PER SHARE 30-Jun-2026,{'isSLBSec': True},XN,2026-09-13
EICHERMOT,0.0,0,14.0,24,0.0,7530.0,7605.0,-75.0,-1.0,0,0.47,0,0.0,0.0,31-Jul-2026,DIVIDEND - RS 82 PER SHARE 31-Jul-2026,{'isSLBSec': True},XN,2026-09-13
BAJFINANCE,0.0,0,1.24,280,0.0,1034.5,1044.8,-10.3,-1.0,0,0.35,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 6 PER SHARE 30-Jun-2026,{'isSLBSec': True},XN,2026-09-13
IDEA,0.0,0,0.2,13998,0.0,14.97,15.12,-0.15,-1.0,0,1.43,0,0.0,0.0,20-Aug-2024,ANNUAL GENERAL MEETING 20-Aug-2024,{'isSLBSec': True},XN,2026-09-13
BANDHANBNK,0.0,0,0.99,20000,0.0,176.52,178.3,-1.78,-1.01,0,1.62,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},XN,2026-09-13
INFY,0.3,800,1.99,166,0.31,1037.7,1048.4,-10.7,-1.03,187232,0.21,1215,522.45,1259724.15,10-Jun-2026,DIVIDEND - RS 25 PER SHARE 10-Jun-2026,{'isSLBSec': True},XN,2026-09-13
ONGC,0.0,0,0.99,50000,0.0,232.5,234.91,-2.41,-1.04,0,0.62,0,0.0,0.0,04-Sep-2026,DIVIDEND - RE 1 PER SHARE 04-Sep-2026,{'isSLBSec': True},XN,2026-09-13
SOLARINDS,3.0,500,74.0,500,0.0,22290.0,22525.0,-235.0,-1.05,1000,0.11,0,0.0,0.0,28-Jul-2026,DIVIDEND - RS 11 PER SHARE 28-Jul-2026,{'isSLBSec': True},XN,2026-09-13
SUPREMEIND,0.0,0,8.0,100,0.0,3364.4,3400.1,-35.7,-1.06,0,0.64,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 25 PER SHARE 25-Jun-2026,{'isSLBSec': True},XN,2026-09-13
NATIONALUM,0.0,0,0.99,31800,0.0,361.0,364.95,-3.95,-1.09,0,0.99,0,0.0,0.0,24-Aug-2026,DIVIDEND - RE 1 PER SHARE 24-Aug-2026,{'isSLBSec': True},XN,2026-09-13
JIOFIN,0.0,0,0.5,299,0.0,229.9,232.4,-2.5,-1.09,0,1.09,0,0.0,0.0,10-Aug-2026,DIVIDEND - RS 0.60 PER SHARE 10-Aug-2026,{'isSLBSec': True},XN,2026-09-13
BSE,1.0,2000,1.7,7000,1.5,3384.0,3421.0,-37.0,-1.09,1230480,0.32,38300,60897.0,126677250.0,10-Jul-2026,DIVIDEND - RS 10 PER SHARE 10-Jul-2026,{'isSLBSec': True},XN,2026-09-13
SBIN,0.0,0,1.99,3014,0.0,995.7,1006.6,-10.9,-1.09,0,0.33,0,0.0,0.0,15-May-2026,DIVIDEND - RS 17.35 PER SHARE 15-May-2026,{'isSLBSec': True},XN,2026-09-13
LAURUSLABS,0.0,0,25.0,200,0.0,1969.0,1990.5,-21.5,-1.09,5112,5.82,0,0.0,0.0,08-May-2026,INTERIM DIVIDEND - RS 1.20 PER SHARE 08-May-2026,{'isSLBSec': True},XN,2026-09-13
TATACONSUM,0.0,0,0.98,1000,0.0,991.0,1001.9,-10.9,-1.1,0,0.42,0,0.0,0.0,25-May-2026,DIVIDEND - RS 10 PER SHARE 25-May-2026,{'isSLBSec': True},XN,2026-09-13
RADICO,1.0,1459,15.0,1600,0.0,4368.1,4416.5,-48.4,-1.11,1041,0.17,0,0.0,0.0,24-Jul-2026,DIVIDEND - RS 9 PER SHARE 24-Jul-2026,{'isSLBSec': True},XN,2026-09-13
SUNPHARMA,0.0,0,0.99,10000,0.0,1840.0,1860.6,-20.6,-1.12,1050,0.38,0,0.0,0.0,07-Jul-2026,DIVIDEND - RS 5 PER SHARE 07-Jul-2026,{'isSLBSec': True},XN,2026-09-13
SHRIRAMFIN,0.0,0,4.95,10000,0.0,1028.6,1040.1,-11.5,-1.12,0,3.48,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 6 PER SHARE 03-Jul-2026,{'isSLBSec': True},XN,2026-09-13
HINDUNILVR,0.0,0,0.99,1300,0.0,1927.0,1948.5,-21.5,-1.12,2100,0.37,0,0.0,0.0,23-Jun-2026,DIVIDEND - RS 22 PER SHARE 23-Jun-2026,{'isSLBSec': True},XN,2026-09-13
APOLLOHOSP,0.0,0,19.9,75,0.0,8836.0,8935.5,-99.5,-1.13,0,1.86,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 10 PER SH 14-Aug-2026,{'isSLBSec': True},XN,2026-09-13
TATAPOWER,0.0,0,0.6,1435,0.0,364.65,368.9,-4.25,-1.17,1100,0.06,0,0.0,0.0,23-Jun-2026,DIVIDEND - RS 2.50 PER SHARE 23-Jun-2026,{'isSLBSec': True},XN,2026-09-13
MCX,0.0,0,8.9,200,0.0,3276.0,3314.8,-38.8,-1.18,525,0.24,0,0.0,0.0,28-Aug-2026,DIVIDEND - RS 8 PER SHARE 28-Aug-2026,{'isSLBSec': True},XN,2026-09-13
RELIANCE,0.0,0,0.74,136,0.0,1257.5,1272.4,-14.9,-1.18,0,0.14,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 6 PER SHARE 05-Jun-2026,{'isSLBSec': True},XN,2026-09-13
BHARTIARTL,0.0,0,2.9,21,0.0,1831.1,1853.1,-22.0,-1.2,1494,0.78,0,0.0,0.0,24-Jul-2026,DIVIDEND - RS 24 PER SHARE 24-Jul-2026,{'isSLBSec': True},XN,2026-09-13
AXISBANK,0.0,0,4.0,50,0.0,1246.0,1261.0,-15.0,-1.2,0,1.15,0,0.0,0.0,10-Jul-2026,DIVIDEND - RE 1 PER SHARE 10-Jul-2026,{'isSLBSec': True},XN,2026-09-13
COFORGE,0.0,0,8.0,800,0.0,1846.5,1868.8,-22.3,-1.21,100,0.78,0,0.0,0.0,03-Aug-2026,INTERIM DIVIDEND - RS 4 PER SHARE 03-Aug-2026,{'isSLBSec': True},XN,2026-09-13
HINDALCO,0.0,0,0.99,1616,0.0,981.5,993.4,-11.9,-1.21,0,0.36,0,0.0,0.0,10-Jul-2026,DIVIDEND - RS 5 PER SHARE 10-Jul-2026,{'isSLBSec': True},XN,2026-09-13
ASHOKLEY,0.0,0,0.68,5280,0.0,163.75,165.76,-2.01,-1.23,0,0.04,0,0.0,0.0,03-Jun-2026,INTERIM DIVIDEND - RS 2.50 PER SHARE 03-Jun-2026,{'isSLBSec': True},XN,2026-09-13
LICI,0.0,0,1.77,1090,0.0,404.1,409.1,-5.0,-1.24,93568,0.89,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 10 PER SHARE 25-Jun-2026,{'isSLBSec': True},XN,2026-09-13
SUZLON,0.0,0,0.16,50,0.0,44.12,44.67,-0.55,-1.25,2000,0.49,0,0.0,0.0,03-Sep-2024,ANNUAL GENERAL MEETING 03-Sep-2024,{'isSLBSec': True},XN,2026-09-13
SWIGGY,0.0,0,1.82,38,0.0,278.2,281.7,-3.5,-1.26,1,0.26,0,0.0,0.0,, ,{'isSLBSec': True},XN,2026-09-13
POLYCAB,0.0,0,16.0,49,0.0,8241.0,8344.5,-103.5,-1.26,766,0.3,0,0.0,0.0,19-Jun-2026,DIVIDEND - RS 47 PER SHARE 19-Jun-2026,{'isSLBSec': True},XN,2026-09-13
BPCL,0.0,0,2.64,450,0.0,304.5,308.35,-3.85,-1.26,2725,0.38,0,0.0,0.0,02-Feb-2026,INTERIM DIVIDEND - RS 10 PER SHARE 02-Feb-2026,{'isSLBSec': True},XN,2026-09-13
