symbol,buyOrderPrice1,buyOrderQty1,sellOrderPrice1,sellQty1,lastTradedPrice,underLyingLtp,futuresLtp,spread,spreadPer,openPositions,annualisedYieldPer,volume,turnOver,transactionValue,caExpDate,ca,meta,series_key,snapshot_date
KAYNES,0.0,0,65.0,9,0.0,3505.0,3418.0,87.0,2.48,0,0.0,0,0.0,0.0,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},10,2026-09-13
PIIND,0.0,0,0.0,0,0.0,2259.0,2228.6,30.4,1.35,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},10,2026-09-13
MANAPPURAM,0.0,0,0.0,0,0.0,329.0,325.05,3.95,1.2,0,0.0,0,0.0,0.0,17-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 17-Aug-2026,{'isSLBSec': True},10,2026-09-13
WIPRO,0.0,0,0.0,0,0.0,167.4,165.41,1.99,1.19,0,0.0,0,0.0,0.0,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},10,2026-09-13
BDL,0.0,0,0.0,0,0.0,1190.0,1179.1,10.9,0.92,0,0.0,0,0.0,0.0,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},10,2026-09-13
LTM,0.0,0,0.0,0,0.0,4275.0,4243.6,31.4,0.73,0,0.0,0,0.0,0.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},10,2026-09-13
BLUESTARCO,0.0,0,0.0,0,0.0,1558.0,1547.3,10.7,0.69,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},10,2026-09-13
HAVELLS,0.0,0,0.0,0,0.0,1111.0,1103.5,7.5,0.68,0,0.0,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},10,2026-09-13
KFINTECH,0.0,0,0.0,0,0.0,900.0,894.2,5.8,0.64,0,0.0,0,0.0,0.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},10,2026-09-13
OFSS,0.0,0,0.0,0,0.0,11763.0,11692.0,71.0,0.6,0,0.0,0,0.0,0.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},10,2026-09-13
GMRAIRPORT,0.0,0,0.0,0,0.0,97.98,97.52,0.46,0.47,0,0.0,0,0.0,0.0,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},10,2026-09-13
CDSL,0.0,0,0.0,0,0.0,1360.0,1355.4,4.6,0.34,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 12.75 PER SHARE 17-Jul-2026,{'isSLBSec': True},10,2026-09-13
OIL,0.0,0,0.0,0,0.0,489.8,488.4,1.4,0.29,0,0.0,0,0.0,0.0,04-Sep-2026,DIVIDEND - RE 1 PER SHARE 04-Sep-2026,{'isSLBSec': True},10,2026-09-13
PATANJALI,0.0,0,0.0,0,0.0,341.0,340.0,1.0,0.29,0,0.0,0,0.0,0.0,21-Aug-2026,INTERIM DIVIDEND - RE 0.80 PER SHARE 21-Aug-2026,{'isSLBSec': True},10,2026-09-13
CIPLA,0.0,0,0.0,0,0.0,1366.0,1362.3,3.7,0.27,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 13 PER SHARE 05-Jun-2026,{'isSLBSec': True},10,2026-09-13
VMM,0.0,0,0.0,0,0.0,101.71,101.45,0.26,0.26,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},10,2026-09-13
GRASIM,0.0,0,0.0,0,0.0,3281.9,3273.8,8.1,0.25,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},10,2026-09-13
PETRONET,0.0,0,0.0,0,0.0,287.2,286.5,0.7,0.24,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 3 PER SHARE 12-Jun-2026,{'isSLBSec': True},10,2026-09-13
BAJAJHLDNG,0.0,0,0.0,0,0.0,11134.0,11109.0,25.0,0.22,0,0.0,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 80 PER SHARE & SPECIAL DIVIDEND RS 50 PER SHARE 30-Jun-2026,{'isSLBSec': True},10,2026-09-13
JINDALSTEL,0.0,0,0.0,0,0.0,1120.5,1118.1,2.4,0.21,0,0.0,0,0.0,0.0,21-Aug-2026,DIVIDEND - RS 2 PER SHARE 21-Aug-2026,{'isSLBSec': True},10,2026-09-13
AUROPHARMA,0.0,0,0.0,0,0.0,1679.8,1676.2,3.6,0.21,0,0.0,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},10,2026-09-13
BANKBARODA,0.0,0,0.0,0,0.0,238.13,237.71,0.42,0.18,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},10,2026-09-13
IEX,0.0,0,0.0,0,0.0,113.88,113.69,0.19,0.17,0,0.0,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},10,2026-09-13
MAZDOCK,0.0,0,0.0,0,0.0,2339.0,2335.4,3.6,0.15,0,0.0,0,0.0,0.0,20-Aug-2026,DIVIDEND - RS 4.62 PER SHARE 20-Aug-2026,{'isSLBSec': True},10,2026-09-13
FEDERALBNK,0.0,0,0.0,0,0.0,344.5,344.05,0.45,0.13,0,0.0,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},10,2026-09-13
GODREJCP,0.0,0,0.0,0,0.0,865.0,863.9,1.1,0.13,0,0.0,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},10,2026-09-13
PIDILITIND,0.0,0,0.0,0,0.0,1566.9,1564.9,2.0,0.13,0,0.0,0,0.0,0.0,23-Jul-2026,DIVIDEND - RS 11.50 PER SHARE 23-Jul-2026,{'isSLBSec': True},10,2026-09-13
MOTHERSON,0.0,0,0.0,0,0.0,164.45,164.27,0.18,0.11,0,0.0,0,0.0,0.0,14-Jul-2026,DIVIDEND - RS 0.25 PER SHARE 14-Jul-2026,{'isSLBSec': True},10,2026-09-13
MAXHEALTH,0.0,0,0.0,0,0.0,1037.7,1036.6,1.1,0.11,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},10,2026-09-13
GODFRYPHLP,0.0,0,0.0,0,0.0,1927.0,1925.0,2.0,0.1,0,0.0,0,0.0,0.0,11-Aug-2026,DIVIDEND - RS 33 PER SH 11-Aug-2026,{'isSLBSec': True},10,2026-09-13
ABB,0.0,0,0.0,0,0.0,7274.0,7267.0,7.0,0.1,0,0.0,0,0.0,0.0,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},10,2026-09-13
RVNL,0.0,0,15.0,43,0.0,204.9,204.71,0.19,0.09,0,0.0,0,0.0,0.0,18-Aug-2026,DIVIDEND - RE 0.71 PER SHARE 18-Aug-2026,{'isSLBSec': True},10,2026-09-13
BANDHANBNK,0.0,0,0.0,0,0.0,176.52,176.36,0.16,0.09,0,0.0,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},10,2026-09-13
TRENT,0.0,0,0.0,0,0.0,2802.4,2799.9,2.5,0.09,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},10,2026-09-13
NAM-INDIA,0.0,0,0.0,0,0.0,1189.6,1188.6,1.0,0.08,0,0.0,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},10,2026-09-13
JSWENERGY,0.0,0,0.0,0,0.0,526.45,526.1,0.35,0.07,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},10,2026-09-13
AMBER,0.0,0,0.0,0,0.0,7245.0,7240.0,5.0,0.07,0,0.0,0,0.0,0.0,02-Aug-2024,ANNUAL GENERAL MEETING 02-Aug-2024,{'isSLBSec': True},10,2026-09-13
HYUNDAI,0.0,0,0.0,0,0.0,2174.0,2173.0,1.0,0.05,0,0.0,0,0.0,0.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},10,2026-09-13
SHREECEM,0.0,0,0.0,0,0.0,22570.0,22560.0,10.0,0.04,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 70 PER SHARE 17-Jul-2026,{'isSLBSec': True},10,2026-09-13
INOXWIND,0.0,0,0.0,0,0.0,76.5,76.47,0.03,0.04,0,0.0,0,0.0,0.0,29-Jul-2025,RIGHTS 5:78 @ PREMIUM RS 110/- 29-Jul-2025,{'isSLBSec': True},10,2026-09-13
PAGEIND,0.0,0,0.0,0,0.0,35365.0,35355.0,10.0,0.03,0,0.0,0,0.0,0.0,19-Aug-2026,INTERIM DIVIDEND - RS 200 PER SHARE 19-Aug-2026,{'isSLBSec': True},10,2026-09-13
POWERGRID,0.0,0,0.0,0,0.0,269.1,269.05,0.05,0.02,0,0.0,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},10,2026-09-13
ICICIPRULI,0.0,0,0.0,0,0.0,471.5,471.4,0.1,0.02,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 1.65 PER SHARE 05-Jun-2026,{'isSLBSec': True},10,2026-09-13
BAJAJHFL,0.0,0,1.0,301,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},10,2026-09-13
LINDEINDIA,0.0,0,40.0,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,06-Aug-2026,DIVIDEND - RS 4 PER SHARE/SPECIAL DIVIDEND - 8 PER SHARE 06-Aug-2026,{'isSLBSec': True},10,2026-09-13
TIMKEN,0.0,0,18.0,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,31-Jul-2026,DIVIDEND - RS 2.50 PER SHARE 31-Jul-2026,{'isSLBSec': True},10,2026-09-13
TATACAP,0.0,0,3.49,222,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,27-Jul-2026,DIVIDEND - RE 0.57 PER SHARE 27-Jul-2026,{'isSLBSec': True},10,2026-09-13
MANKIND,0.0,0,0.0,0,0.0,2280.0,2279.9,0.1,0.0,0,0.0,0,0.0,0.0,08-Aug-2025,INTERIM DIVIDEND - RE 1  PER SHARE 08-Aug-2025,{'isSLBSec': True},10,2026-09-13
JWL,0.0,0,15.0,9100,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,30-May-2025,INTERIM DIVIDEND - RS 1 PER SHARE 30-May-2025,{'isSLBSec': True},10,2026-09-13
SCHNEIDER,0.0,0,8.0,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,27-Aug-2024,ANNUAL GENERAL MEETING 27-Aug-2024,{'isSLBSec': True},10,2026-09-13
ETERNAL,0.0,0,4.98,250,0.0,323.5,324.15,-0.65,-0.2,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},10,2026-09-13
KEI,0.0,0,45.0,6,0.0,4578.0,4587.0,-9.0,-0.2,0,0.0,0,0.0,0.0,28-Jan-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 28-Jan-2026,{'isSLBSec': True},10,2026-09-13
VBL,0.0,0,2.5,50,0.0,416.5,417.4,-0.9,-0.22,0,0.0,0,0.0,0.0,31-Jul-2026,INTERIM DIVIDEND - RE 0.50 PER SHARE 31-Jul-2026,{'isSLBSec': True},10,2026-09-13
HDFCBANK,0.0,0,1.5,300,0.0,708.25,710.55,-2.3,-0.32,0,4.48,0,0.0,0.0,19-Jun-2026,DIVIDEND - RS 13 PER SHARE 19-Jun-2026,{'isSLBSec': True},10,2026-09-13
IRFC,0.0,0,2.0,65,0.0,81.09,81.36,-0.27,-0.33,0,0.0,0,0.0,0.0,13-Mar-2026,INTERIM DIVIDEND - RS 1.05 PER SHARE 13-Mar-2026,{'isSLBSec': True},10,2026-09-13
APLAPOLLO,0.0,0,37.0,4,0.0,2153.5,2160.8,-7.3,-0.34,0,0.0,0,0.0,0.0,08-Sep-2026,DIVIDEND - RS 8.50 PER SHARE 08-Sep-2026,{'isSLBSec': True},10,2026-09-13
TIINDIA,0.0,0,18.0,11,0.0,2606.1,2615.5,-9.4,-0.36,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 1.50  PER SHARE 07-Aug-2026,{'isSLBSec': True},10,2026-09-13
ADANIPOWER,0.0,0,0.3,1000,0.0,209.97,211.2,-1.23,-0.59,0,1.51,0,0.0,0.0,22-Sep-2025,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE 22-Sep-2025,{'isSLBSec': True},10,2026-09-13
POLYCAB,0.0,0,45.0,3,0.0,8241.0,8293.0,-52.0,-0.63,0,0.0,0,0.0,0.0,19-Jun-2026,DIVIDEND - RS 47 PER SHARE 19-Jun-2026,{'isSLBSec': True},10,2026-09-13
BPCL,0.0,0,0.65,1000,0.0,304.5,306.55,-2.05,-0.67,0,0.05,0,0.0,0.0,02-Feb-2026,INTERIM DIVIDEND - RS 10 PER SHARE 02-Feb-2026,{'isSLBSec': True},10,2026-09-13
INFY,0.0,0,1.3,70,0.0,1037.7,1044.8,-7.1,-0.68,0,12.23,0,0.0,0.0,10-Jun-2026,DIVIDEND - RS 25 PER SHARE 10-Jun-2026,{'isSLBSec': True},10,2026-09-13
RELIANCE,0.0,0,0.45,150,0.0,1257.5,1266.1,-8.6,-0.68,0,0.63,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 6 PER SHARE 05-Jun-2026,{'isSLBSec': True},10,2026-09-13
ICICIBANK,0.0,0,0.7,70,0.0,1379.3,1390.1,-10.8,-0.78,0,0.86,0,0.0,0.0,03-Aug-2026,DIVIDEND - RS 12 PER SHARE 03-Aug-2026,{'isSLBSec': True},10,2026-09-13
KAYNES,0.0,0,0.0,0,0.0,3505.0,3418.0,87.0,2.48,0,0.0,0,0.0,0.0,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},OD,2026-09-13
PIIND,0.0,0,0.0,0,0.0,2259.0,2228.6,30.4,1.35,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},OD,2026-09-13
MANAPPURAM,0.0,0,0.0,0,0.0,329.0,325.05,3.95,1.2,0,0.0,0,0.0,0.0,17-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 17-Aug-2026,{'isSLBSec': True},OD,2026-09-13
WIPRO,0.0,0,0.0,0,0.0,167.4,165.41,1.99,1.19,0,0.0,0,0.0,0.0,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},OD,2026-09-13
BDL,0.0,0,0.0,0,0.0,1190.0,1179.1,10.9,0.92,0,0.0,0,0.0,0.0,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},OD,2026-09-13
LTM,0.0,0,0.0,0,0.0,4275.0,4243.6,31.4,0.73,0,0.0,0,0.0,0.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},OD,2026-09-13
BLUESTARCO,0.0,0,0.0,0,0.0,1558.0,1547.3,10.7,0.69,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},OD,2026-09-13
HAVELLS,0.0,0,0.0,0,0.0,1111.0,1103.5,7.5,0.68,0,0.0,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},OD,2026-09-13
KFINTECH,0.0,0,0.0,0,0.0,900.0,894.2,5.8,0.64,0,0.0,0,0.0,0.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},OD,2026-09-13
OFSS,0.0,0,0.0,0,0.0,11763.0,11692.0,71.0,0.6,0,0.0,0,0.0,0.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},OD,2026-09-13
GMRAIRPORT,0.0,0,0.0,0,0.0,97.98,97.52,0.46,0.47,0,0.0,0,0.0,0.0,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},OD,2026-09-13
CDSL,0.0,0,0.0,0,0.0,1360.0,1355.4,4.6,0.34,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 12.75 PER SHARE 17-Jul-2026,{'isSLBSec': True},OD,2026-09-13
OIL,0.0,0,0.0,0,0.0,489.8,488.4,1.4,0.29,0,0.0,0,0.0,0.0,04-Sep-2026,DIVIDEND - RE 1 PER SHARE 04-Sep-2026,{'isSLBSec': True},OD,2026-09-13
PATANJALI,0.0,0,0.0,0,0.0,341.0,340.0,1.0,0.29,0,0.0,0,0.0,0.0,21-Aug-2026,INTERIM DIVIDEND - RE 0.80 PER SHARE 21-Aug-2026,{'isSLBSec': True},OD,2026-09-13
CIPLA,0.0,0,0.0,0,0.0,1366.0,1362.3,3.7,0.27,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 13 PER SHARE 05-Jun-2026,{'isSLBSec': True},OD,2026-09-13
VMM,0.0,0,0.0,0,0.0,101.71,101.45,0.26,0.26,0,0.0,0,0.0,0.0,, ,{'isSLBSec': True},OD,2026-09-13
GRASIM,0.0,0,0.0,0,0.0,3281.9,3273.8,8.1,0.25,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},OD,2026-09-13
PETRONET,0.0,0,0.0,0,0.0,287.2,286.5,0.7,0.24,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 3 PER SHARE 12-Jun-2026,{'isSLBSec': True},OD,2026-09-13
BAJAJHLDNG,0.0,0,0.0,0,0.0,11134.0,11109.0,25.0,0.22,0,0.0,0,0.0,0.0,30-Jun-2026,DIVIDEND - RS 80 PER SHARE & SPECIAL DIVIDEND RS 50 PER SHARE 30-Jun-2026,{'isSLBSec': True},OD,2026-09-13
JINDALSTEL,0.0,0,0.0,0,0.0,1120.5,1118.1,2.4,0.21,0,0.0,0,0.0,0.0,21-Aug-2026,DIVIDEND - RS 2 PER SHARE 21-Aug-2026,{'isSLBSec': True},OD,2026-09-13
AUROPHARMA,0.0,0,0.0,0,0.0,1679.8,1676.2,3.6,0.21,0,0.0,0,0.0,0.0,17-Apr-2026,BUY BACK 17-Apr-2026,{'isSLBSec': True},OD,2026-09-13
BANKBARODA,0.0,0,0.0,0,0.0,238.13,237.71,0.42,0.18,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 8.50 PER SHARE 05-Jun-2026,{'isSLBSec': True},OD,2026-09-13
IEX,0.0,0,0.0,0,0.0,113.88,113.69,0.19,0.17,0,0.0,0,0.0,0.0,15-May-2026,DIVIDEND - RS 2 PER SHARE 15-May-2026,{'isSLBSec': True},OD,2026-09-13
MAZDOCK,0.0,0,0.0,0,0.0,2339.0,2335.4,3.6,0.15,0,0.0,0,0.0,0.0,20-Aug-2026,DIVIDEND - RS 4.62 PER SHARE 20-Aug-2026,{'isSLBSec': True},OD,2026-09-13
FEDERALBNK,0.0,0,0.0,0,0.0,344.5,344.05,0.45,0.13,0,0.0,0,0.0,0.0,14-Aug-2026,DIVIDEND - RS 1.20 PER SHARE 14-Aug-2026,{'isSLBSec': True},OD,2026-09-13
GODREJCP,0.0,0,0.0,0,0.0,865.0,863.9,1.1,0.13,0,0.0,0,0.0,0.0,13-Aug-2026,INTERIM DIVIDEND - RS 5 PER SHARE 13-Aug-2026,{'isSLBSec': True},OD,2026-09-13
PIDILITIND,0.0,0,0.0,0,0.0,1566.9,1564.9,2.0,0.13,0,0.0,0,0.0,0.0,23-Jul-2026,DIVIDEND - RS 11.50 PER SHARE 23-Jul-2026,{'isSLBSec': True},OD,2026-09-13
MOTHERSON,0.0,0,0.0,0,0.0,164.45,164.27,0.18,0.11,0,0.0,0,0.0,0.0,14-Jul-2026,DIVIDEND - RS 0.25 PER SHARE 14-Jul-2026,{'isSLBSec': True},OD,2026-09-13
MAXHEALTH,0.0,0,0.0,0,0.0,1037.7,1036.6,1.1,0.11,0,0.0,0,0.0,0.0,03-Jul-2026,DIVIDEND - RS 2 PER SHARE 03-Jul-2026,{'isSLBSec': True},OD,2026-09-13
GODFRYPHLP,0.0,0,0.0,0,0.0,1927.0,1925.0,2.0,0.1,0,0.0,0,0.0,0.0,11-Aug-2026,DIVIDEND - RS 33 PER SH 11-Aug-2026,{'isSLBSec': True},OD,2026-09-13
ABB,0.0,0,0.0,0,0.0,7274.0,7267.0,7.0,0.1,0,0.0,0,0.0,0.0,07-Aug-2026,SPECIAL DIVIDEND - RS 90 PER SHARE 07-Aug-2026,{'isSLBSec': True},OD,2026-09-13
RVNL,0.0,0,0.0,0,0.0,204.9,204.71,0.19,0.09,0,0.0,0,0.0,0.0,18-Aug-2026,DIVIDEND - RE 0.71 PER SHARE 18-Aug-2026,{'isSLBSec': True},OD,2026-09-13
BANDHANBNK,0.0,0,0.0,0,0.0,176.52,176.36,0.16,0.09,0,0.0,0,0.0,0.0,17-Aug-2026,DIVIDEND - RS 1.50 PER SHARE 17-Aug-2026,{'isSLBSec': True},OD,2026-09-13
TRENT,0.0,0,0.0,0,0.0,2802.4,2799.9,2.5,0.09,0,0.0,0,0.0,0.0,12-Jun-2026,DIVIDEND - RS 4 PER SHARE 12-Jun-2026,{'isSLBSec': True},OD,2026-09-13
NAM-INDIA,0.0,0,0.0,0,0.0,1189.6,1188.6,1.0,0.08,0,0.0,0,0.0,0.0,25-Jun-2026,DIVIDEND - RS 12.50 PER SHARE 25-Jun-2026,{'isSLBSec': True},OD,2026-09-13
JSWENERGY,0.0,0,0.0,0,0.0,526.45,526.1,0.35,0.07,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 2 PER SHARE 05-Jun-2026,{'isSLBSec': True},OD,2026-09-13
AMBER,0.0,0,0.0,0,0.0,7245.0,7240.0,5.0,0.07,0,0.0,0,0.0,0.0,02-Aug-2024,ANNUAL GENERAL MEETING 02-Aug-2024,{'isSLBSec': True},OD,2026-09-13
HYUNDAI,0.0,0,0.0,0,0.0,2174.0,2173.0,1.0,0.05,0,0.0,0,0.0,0.0,05-Aug-2026,DIVIDEND - RS 21 PER SHARE 05-Aug-2026,{'isSLBSec': True},OD,2026-09-13
SHREECEM,0.0,0,0.0,0,0.0,22570.0,22560.0,10.0,0.04,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 70 PER SHARE 17-Jul-2026,{'isSLBSec': True},OD,2026-09-13
INOXWIND,0.0,0,0.0,0,0.0,76.5,76.47,0.03,0.04,0,0.0,0,0.0,0.0,29-Jul-2025,RIGHTS 5:78 @ PREMIUM RS 110/- 29-Jul-2025,{'isSLBSec': True},OD,2026-09-13
PAGEIND,0.0,0,0.0,0,0.0,35365.0,35355.0,10.0,0.03,0,0.0,0,0.0,0.0,19-Aug-2026,INTERIM DIVIDEND - RS 200 PER SHARE 19-Aug-2026,{'isSLBSec': True},OD,2026-09-13
POWERGRID,0.0,0,0.0,0,0.0,269.1,269.05,0.05,0.02,0,0.0,0,0.0,0.0,13-Aug-2026,DIVIDEND - RS 1.25 PER SHARE 13-Aug-2026,{'isSLBSec': True},OD,2026-09-13
ICICIPRULI,0.0,0,0.0,0,0.0,471.5,471.4,0.1,0.02,0,0.0,0,0.0,0.0,05-Jun-2026,DIVIDEND - RS 1.65 PER SHARE 05-Jun-2026,{'isSLBSec': True},OD,2026-09-13
MANKIND,0.0,0,0.0,0,0.0,2280.0,2279.9,0.1,0.0,0,0.0,0,0.0,0.0,08-Aug-2025,INTERIM DIVIDEND - RE 1  PER SHARE 08-Aug-2025,{'isSLBSec': True},OD,2026-09-13
KAYNES,0.0,0,0.0,0,0.0,3505.0,3418.0,87.0,2.48,0,0.0,0,0.0,0.0,08-Sep-2023,ANNUAL GENERAL MEETING 08-Sep-2023,{'isSLBSec': True},ON,2026-09-13
PIIND,0.0,0,0.0,0,0.0,2259.0,2228.6,30.4,1.35,0,0.0,0,0.0,0.0,07-Aug-2026,DIVIDEND - RS 10 PER SHARE 07-Aug-2026,{'isSLBSec': True},ON,2026-09-13
MANAPPURAM,0.0,0,0.0,0,0.0,329.0,325.05,3.95,1.2,0,0.0,0,0.0,0.0,17-Aug-2026,INTERIM DIVIDEND - RE 1 PER SHARE 17-Aug-2026,{'isSLBSec': True},ON,2026-09-13
WIPRO,0.0,0,0.0,0,0.0,167.4,165.41,1.99,1.19,0,0.0,0,0.0,0.0,27-Jul-2026,INTERIM DIVIDEND - RS 2 PER SHARE 27-Jul-2026,{'isSLBSec': True},ON,2026-09-13
BDL,0.0,0,0.0,0,0.0,1190.0,1179.1,10.9,0.92,0,0.0,0,0.0,0.0,09-Feb-2026,INTERIM DIVIDEND - RS 4.50 PER SHARE 09-Feb-2026,{'isSLBSec': True},ON,2026-09-13
LTM,0.0,0,0.0,0,0.0,4275.0,4243.6,31.4,0.73,0,0.0,0,0.0,0.0,25-May-2026,DIVIDEND - RS 53 PER SHARE 25-May-2026,{'isSLBSec': True},ON,2026-09-13
BLUESTARCO,0.0,0,0.0,0,0.0,1558.0,1547.3,10.7,0.69,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 8.50 PER SHARE 17-Jul-2026,{'isSLBSec': True},ON,2026-09-13
HAVELLS,0.0,0,0.0,0,0.0,1111.0,1103.5,7.5,0.68,0,0.0,0,0.0,0.0,22-May-2026,DIVIDEND - RS 6 PER SHARE 22-May-2026,{'isSLBSec': True},ON,2026-09-13
KFINTECH,0.0,0,0.0,0,0.0,900.0,894.2,5.8,0.64,0,0.0,0,0.0,0.0,15-Jul-2026,DIVIDEND - RS 12 PER SHARE 15-Jul-2026,{'isSLBSec': True},ON,2026-09-13
OFSS,0.0,0,0.0,0,0.0,11763.0,11692.0,71.0,0.6,0,0.0,0,0.0,0.0,07-May-2026,INTERIM DIVIDEND - RS 270 PER SHARE 07-May-2026,{'isSLBSec': True},ON,2026-09-13
GMRAIRPORT,0.0,0,0.0,0,0.0,97.98,97.52,0.46,0.47,0,0.0,0,0.0,0.0,05-Sep-2024,ANNUAL GENERAL MEETING 05-Sep-2024,{'isSLBSec': True},ON,2026-09-13
CDSL,0.0,0,0.0,0,0.0,1360.0,1355.4,4.6,0.34,0,0.0,0,0.0,0.0,17-Jul-2026,DIVIDEND - RS 12.75 PER SHARE 17-Jul-2026,{'isSLBSec': True},ON,2026-09-13
OIL,0.0,0,0.0,0,0.0,489.8,488.4,1.4,0.29,0,0.0,0,0.0,0.0,04-Sep-2026,DIVIDEND - RE 1 PER SHARE 04-Sep-2026,{'isSLBSec': True},ON,2026-09-13
