date,close,high,low,open,volume
2022-06-01,5725.736328125,5844.598590903671,5701.159155756709,5825.722296974923,268629
2022-06-02,5756.58984375,5772.016603263774,5658.999319981499,5716.490000509587,320094
2022-06-03,5441.35009765625,5859.259405508979,5375.379438251083,5859.259405508979,2216480
2022-06-06,5347.92724609375,5495.1512124686315,5341.84272179819,5442.451418800667,999722
2022-06-07,5322.87060546875,5343.087786952836,5183.742972914772,5327.469672718324,1203977
2022-06-08,5300.49658203125,5378.539892335248,5269.978521927662,5348.501389048508,605175
2022-06-09,5252.63671875,5303.5160722017445,5217.280038507407,5293.934290680151,375314
2022-06-10,5280.56689453125,5304.186357480201,5182.785012798328,5227.7234692540305,493489
2022-06-13,5132.1455078125,5222.070615562663,5113.7964908730155,5203.865231765289,441354
2022-06-14,5201.5654296875,5268.062892451572,5101.339912588609,5126.252541763534,610906
2022-06-15,5226.046875,5244.635436156945,5175.119803683029,5213.351015455693,286759
2022-06-16,5083.37451171875,5256.565208291609,5056.3537013748355,5250.816139525706,732233
2022-06-17,4960.77490234375,5081.170345489197,4941.371797334937,5078.343533170928,819352
2022-06-20,5110.2509765625,5123.809570708397,4945.923435532427,4962.404285683681,506142
2022-06-21,5192.271484375,5205.781889864458,5041.9811479490145,5131.04399415133,292408
2022-06-22,5183.69580078125,5200.990728347235,5097.507493516449,5174.161741539253,214821
2022-06-23,5184.03076171875,5268.925434532139,5133.965956240664,5200.990701149265,296712
2022-06-24,5239.60400390625,5279.560209331518,5207.888689822644,5222.069535545694,265862
2022-06-27,5327.70947265625,5348.549845126961,5258.5288306897855,5279.561025913572,226613
2022-06-28,5339.68701171875,5351.424693454617,5250.815992861469,5327.470240932439,278114
2022-06-29,5383.33203125,5411.790109017008,5290.19739720059,5310.223226659394,490615
2022-06-30,5372.791015625,5412.7472231631655,5303.5149371938605,5393.583664221182,572821
2022-07-01,5453.66259765625,5461.375744385027,5255.606992929844,5365.7974768290105,329610
2022-07-04,5470.2861328125,5504.732820373081,5396.554613610931,5442.355336617145,165959
2022-07-05,5490.31201171875,5521.979606283391,5461.94985041356,5471.675263175655,307970
2022-07-06,5584.3095703125,5600.4549645277,5488.68358510155,5509.523958335253,371948
