date,close,high,low,open,volume
2022-06-01,660.2368774414062,662.887564224445,652.8054784242131,653.2078050088518,12091896
2022-06-02,655.621826171875,656.9945208046117,652.5451227243029,656.6395165606611,11475020
2022-06-03,653.349853515625,663.0296130823147,651.4564974904033,661.8699556291225,6957244
2022-06-06,652.4740600585938,656.521131240136,644.0486613195667,651.4564275288357,6173266
2022-06-07,644.9717407226562,650.5098419561832,640.9483590300321,644.6877488651877,10253966
2022-06-08,647.2437133789062,653.6811117575384,642.3209765785515,650.036424833201,5986588
2022-06-09,652.119140625,654.178211573515,642.3920584937911,644.8060759244232,7311816
2022-06-10,639.5283203125,647.5040710182226,635.9782777627149,643.7883713722422,9155430
2022-06-13,627.9314575195312,629.5408215518057,619.2693891545304,626.5114406288128,10892572
2022-06-14,621.020751953125,627.6474977818931,617.707379038741,620.6657477122982,11870356
2022-06-15,618.8670043945312,622.8194309622124,614.5833214454613,616.1216730760376,11810470
2022-06-16,606.4892578125,625.0678127660508,604.9272160672077,620.0740634178733,12169192
2022-06-17,610.4889526367188,614.8673382245379,601.8978385488166,603.5072026453316,14723922
2022-06-20,625.8251342773438,627.174138793338,612.5716430424657,617.5653345357969,15936840
2022-06-21,632.6412963867188,640.9010392530179,626.72455857973,632.8069534891858,13220684
2022-06-22,629.6591796875,632.8305277490141,626.3221167580701,630.6058576498191,8159698
2022-06-23,631.978515625,638.0609096242678,624.0974104893153,629.7774779340417,15372244
2022-06-24,640.806396484375,644.5220962821917,633.5879763381755,633.5879763381755,8013432
2022-06-27,641.9659423828125,651.3143865207373,639.9542518721198,648.474352858583,9804164
2022-06-28,637.0670166015625,639.4810341157448,633.5169738511049,636.1676608819845,9770574
2022-06-29,636.1438598632812,639.362587841217,630.1324782999224,630.1324782999224,9994046
2022-06-30,638.0609741210938,640.9010081305348,632.3809061022116,632.3809061022116,12475822
2022-07-01,640.7826538085938,643.7410224780701,629.5645429261943,636.1439086225995,11472452
2022-07-04,641.6820068359375,643.8356645501927,635.3392528781949,640.7589611464242,8487480
2022-07-05,640.2384033203125,652.9002232212032,638.203080023324,645.6344801799991,14325718
2022-07-06,649.066162109375,650.0838526070064,637.6350126754401,638.0610293698724,15049078
2022-07-07,660.6866455078125,661.7279682683665,650.5808109266956,653.2078656726364,17743142
2022-07-08,661.3018798828125,667.4079643038475,660.1895448317669,667.4079643038475,12474030
2022-07-11,665.5856323242188,667.3606535366644,659.4795477972783,659.8345520397675,7462880
2022-07-12,658.7932739257812,665.1596606593656,657.6572487168633,665.1596606593656,9876974
2022-07-13,642.7233276367188,659.9291881427924,641.0193188510601,657.9411875229638,15945610
2022-07-14,639.504638671875,649.728748870004,638.6526054134325,644.6876772822643,10372410
2022-07-15,644.7113647460938,646.0603692493304,637.4929454810771,640.4276239716492,13595646
2022-07-18,637.8479614257812,646.6283647787831,635.2445970528642,638.0609408531288,20332220
2022-07-19,638.0846557617188,643.0547152126437,632.8542367511087,632.8542367511087,15792538
2022-07-20,646.1314086914062,648.9950749004665,641.492663496681,643.6937013470418,20347862
2022-07-21,644.0960083007812,648.2377243196178,642.8416484646634,644.0013636183196,12640278
2022-07-22,659.12451171875,661.2545370708034,644.8770203644754,646.581029089991,12729592
2022-07-25,661.065185546875,664.8518972587639,654.7698119942409,660.3078547606243,10143126
2022-07-26,659.7162475585938,663.6212944051289,656.189895033676,660.7812603349215,8527964
2022-07-27,664.7572631835938,665.5145939819267,655.219471350983,657.4205091247603,9212778
2022-07-28,670.6503295898438,674.0347148899765,667.8813080826944,669.7983540849104,17420406
2022-07-29,678.8627319335938,680.9454349708267,669.916671568808,680.6614431431668,20019736
2022-08-01,684.5192260742188,685.6078711371147,676.898479511382,681.1348405708483,13193036
2022-08-02,676.9931640625,683.7855677514658,673.5851460761737,682.5548977997728,15036510
2022-08-03,678.5787353515625,679.5964256924633,670.7213200112976,674.4843417078575,10975498
2022-08-04,677.7741088867188,684.7794912450086,668.8043003902649,681.6081431357295,12012206
2022-08-05,675.4783935546875,680.164403086726,672.6856821032446,678.2947372860145,9268982
2022-08-08,692.0452880859375,693.2049454902074,675.5020558450844,675.9280724889151,15357736
2022-08-10,694.0569458007812,696.5182853005304,685.8918486744243,691.7138832613585,17353102
2022-08-11,703.23974609375,705.748465966316,697.9620623413853,703.6184404151097,18301766
2022-08-12,702.9794311523438,704.9437995689399,698.6246776607533,702.9084187458374,8850370
2022-08-16,711.0261840820312,714.0318751491698,704.3521157975206,707.5471540191029,12563756
