date,close,high,low,open,volume
2022-06-01,371.0119934082031,372.7824103156651,365.0940409328322,366.019027385727,11913225
2022-06-02,369.5300598144531,373.7770635579289,367.21261551589015,367.6502494324664,13321505
2022-06-03,369.72900390625,373.7770721982022,368.6249632060425,373.7770721982022,9076875
2022-06-06,371.8475036621094,373.3792223682689,366.6456760857307,367.0136795257457,12940485
2022-06-07,369.6295166015625,370.9921370204175,364.4276588201734,370.79320148123065,8558195
2022-06-08,367.1131896972656,373.9959232567052,365.77045049765314,369.9975733110183,7328080
2022-06-09,371.0319519042969,372.5537147728642,363.5723240479268,365.77041922401224,6404340
2022-06-10,356.4309387207031,368.8437699879489,354.88929448966127,366.0190613093707,14299750
2022-06-13,345.5995788574219,348.63314864205705,341.87972089733887,346.72350095209146,11747225
2022-06-14,346.0670471191406,347.8474200774453,342.4665383762525,345.251453880889,7755235
2022-06-15,345.4603271484375,348.1159680314452,343.9186828599054,345.72889317846176,8850845
2022-06-16,333.3558044433594,348.82208512473636,332.2020451948974,346.52452250988586,14866460
2022-06-17,332.918212890625,334.9273283603842,327.945127749664,330.4117889067697,15819320
2022-06-20,334.0321960449219,336.1507352789339,328.6214767089068,332.91822977338427,8837885
2022-06-21,334.4896545410156,339.9600475435516,332.709312127293,336.1805154285737,12518015
2022-06-22,332.14239501953125,333.3657848258215,328.8203779658298,331.2074526348804,8859625
2022-06-23,335.0069274902344,337.17518540955,327.9849334317983,333.19671714513055,12454005
2022-06-24,337.85150146484375,341.13375583695773,336.210389455438,338.1697861954674,8088605
2022-06-27,336.48883056640625,342.1283215698127,335.1858848961125,341.5912199615602,10640560
2022-06-28,331.96337890625,336.6480164670688,331.1477856832432,335.1660468533701,13997215
2022-06-29,326.7217102050781,330.0039643320933,325.5779067901957,328.2235915034987,14664150
2022-06-30,330.431640625,333.57463379403,324.4440575805625,324.6429627563441,19910320
2022-07-01,331.7544860839844,334.09184208967537,325.438692457075,327.2289909042883,11502570
2022-07-04,332.3810729980469,335.0765066890569,330.2227712927592,331.5157611394929,9343905
2022-07-05,330.8195495605469,337.1353736529937,329.6061459459251,333.1966987871508,13210485
2022-07-06,339.0649108886719,340.6364226615149,332.40099556111693,334.58913463077516,27864745
2022-07-07,345.828369140625,346.9224236405505,341.3625178333465,341.75043306220704,15850325
2022-07-08,347.07159423828125,349.3989942414129,344.57509599946684,349.1105468291542,8890745
2022-07-11,346.3753662109375,347.51916967693927,343.7794304407935,346.72348822753844,7665895
2022-07-12,341.93939208984375,345.92778567979553,340.5469343394877,342.4466261272541,9144160
2022-07-13,346.5345153808594,347.31031543292517,342.824583014032,342.94393219845716,18067340
2022-07-14,352.1043701171875,353.48687194868415,345.5398919167363,346.1267122980638,32854910
2022-07-15,355.6153869628906,356.0729023049161,352.0944341227383,352.55194946476377,11668660
2022-07-18,367.1429748535156,368.0082867794146,356.91831339712775,358.0621168664575,15585190
2022-07-19,365.0144348144531,368.40608197803147,363.6418586795583,365.0243906961923,14475875
2022-07-20,363.5821838378906,368.00824104037105,361.6625805680661,367.2622783896135,12857345
2022-07-21,358.1714782714844,363.0351694954036,355.6352173108498,363.0351694954036,10933370
2022-07-22,363.4529724121094,366.4169117676406,356.01322601958225,358.2610702448938,16747900
2022-07-25,357.1769104003906,367.7696061511913,355.09816443072594,361.2449208018858,9432575
2022-07-26,350.4234924316406,357.05757127260017,348.5138143069942,356.27184564382173,9012235
2022-07-27,348.9315185546875,350.3339320679305,344.60492883992504,350.3339320679305,17398225
2022-07-28,363.7314453125,364.3978216978195,351.09979740067354,353.0492382017641,10772005
2022-07-29,360.1210021972656,369.3808844947039,358.7882189940722,365.55160278559475,11939990
2022-08-01,369.1520690917969,370.3953402596618,360.44917091674233,361.0459471479775,8277685
2022-08-02,374.8910827636719,376.5620321715611,364.86532560972773,368.34648538614914,16788030
2022-08-03,368.2271423339844,373.93623474946645,366.01909116769923,372.98141083665,12678395
2022-08-04,365.13385009765625,369.79860648328855,360.89680211138074,369.3212097261327,11805930
2022-08-05,364.80560302734375,368.0082708145101,362.5677148940123,366.96393516027564,8322855
2022-08-08,366.9142150878906,367.90883211461477,361.40402826091383,364.02983178105103,7779625
2022-08-10,363.7016296386719,367.8591216184177,362.2494668928516,367.61046735618453,8286635
2022-08-11,368.9264831542969,369.5534435518959,364.84609258814714,368.0307647002936,13891690
2022-08-12,366.478271484375,370.22029276455584,365.5427661643298,370.22029276455584,6982610
2022-08-16,367.5033264160156,370.5785395840862,365.9507922024572,368.3194106587152,6568120
2022-08-17,366.1796569824219,369.0259592275187,364.4778466864264,369.0259592275187,16916670
2022-08-18,379.0776672363281,380.57049083823404,364.6470390845709,366.04033503870164,18306580
2022-08-19,373.6039733886719,386.6313434552458,372.4097327534497,381.96377932152046,22819530
2022-08-22,364.6570129394531,365.84132213226115,360.5268735794904,363.64190379057834,20813785
2022-08-23,369.37432861328125,372.0116443412621,362.25854190026956,363.0547023712005,11071500
2022-08-24,371.73297119140625,372.9969146153428,366.51805044785567,368.4288780265987,7078125
2022-08-25,371.9618835449219,379.2667634460714,369.45395080903455,373.2257966034015,11022045
2022-08-26,378.5900573730469,383.5561746437193,371.9917715635153,372.67847291564783,16715440
2022-08-29,368.2298583984375,373.7931112631652,367.2346425649282,369.82220980636777,18198365
2022-08-30,381.2571716308594,382.16282154525584,369.6230978889877,371.1855937975037,19429250
2022-09-01,378.749267578125,383.25759373827566,373.2059085276169,373.2059085276169,21039210
2022-09-02,381.9339294433594,383.95421615867747,379.057771779325,381.5557729784031,16656880
