Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,HDFC STANDARD LIFE INSURANCE COMPANY LTD,BUY,"12,69,838",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BUY,"14,28,569",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,ICICI PRUDENTIAL MUTUAL FUND,BUY,"60,31,747",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.,BUY,"7,58,301",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,JIGNESH VIJAY SHAH,BUY,"3,96,827",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,KOTAK MAHINDRA MUTUAL FUND,BUY,"4,09,483",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,KUWAIT INVESTMENT AUTHORITY,BUY,"3,40,000",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,"4,92,896",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,"6,06,641",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,MOTILAL OSWAL MUTUAL FUND,BUY,"7,93,650",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,NATIONAL PENSION SYSTEM (NPS) TRUST,BUY,"47,61,904",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,NATIONAL PENSION SYSTEM (NPS) TRUST,BUY,"19,04,761",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,NATIONAL PENSION SYSTEM (NPS) TRUST,BUY,"11,90,476",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,NIPPON INDIA INVESTMENT UNIT TRUST - NIPPON INDIA EQUITY FUND,BUY,"1,00,000",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,NIPPON INDIA INVESTMENT UNIT TRUST - NIPPON INDIA SMALL AND MID-CAP EF,BUY,"14,981",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,PACE INTERNATIONAL EMERGING MARKETS EQUITY INVESTMENTS,BUY,"47,664",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,REDWHEEL EMERGING MARKETS EQUITY MASTER FUND LIMITED,BUY,"5,07,569",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,REDWHEEL FUNDS-REDWHEEL GLOBAL EMERGING MARKETS FUND,BUY,"3,43,376",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,REDWHEEL GLOBAL EMERGING EQUITY FUND,BUY,"85,731",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,RETAIL EMPLOYEES SUPERANNUATION TRUST,BUY,"3,13,295",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,SBI MUTUAL FUND,BUY,"5,55,556",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,SOCIETE GENERALE,BUY,"3,97,352",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,SUSQUEHANNA PACIFIC PTY LTD,BUY,"4,01,903",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,TEACHERS RETIREMENT SYSTEM OF THE STATE OF ILLINOIS,BUY,"56,018",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,TM REDWHEEL GLOBAL EMERGING MARKETS FUND,BUY,"87,123",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,BUY,"6,06,639",630.00,
28-AUG-2026,LENSKART,Lenskart Solutions Ltd,WHITEOAK CAPITAL MUTUAL FUND,BUY,"15,87,301",630.00,
28-AUG-2026,SPAL,S. P. Apparels Limited,CARNELIAN ASSET MANAGEMENT & ADVISORS PRIVATE LIMITED,BUY,"5,00,000",925.00,
28-AUG-2026,SPAL,S. P. Apparels Limited,SUNDARARAJAN PERUMAL MUDALIAR,SELL,"5,00,000",925.00,
28-AUG-2026,STAR,Strides Pharma ScienceLtd,ARUN KUMAR PILLAI,BUY,"10,00,000",990.00,
28-AUG-2026,STAR,Strides Pharma ScienceLtd,SBI LIFE INSURANCE CO.LTD.,SELL,"10,00,000",990.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,ACCION AFRICA-ASIA INVESTMENT COMPANY,SELL,"56,32,137",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,ADIVAM FAMILY TRUST,BUY,"9,80,030",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,COHESION MK BEST IDEAS SUB-TRUST,BUY,"24,46,043",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,EIGHT ROADS INVESTMENTS MAURITIUS II LIMITED,SELL,"54,47,000",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,LEAPFROG FINANCIAL INCLUSION INDIA (II) LTD,SELL,"9,80,030",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,S GUPTA HOMES PRIVATE LIMITED,BUY,"26,97,842",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,SHUBHI CONSULTANCY SERVICES LLP,BUY,"46,76,259",278.00,
31-AUG-2026,NORTHARC,Northern Arc Capital Ltd,SINGULARITY EQUITY FUND I,BUY,"12,58,993",278.00,
31-AUG-2026,ULTRAMAR,Ultramarine & Pigments L,ANVIL SHARE & STOCK BROKING PRIVATE LIMITED,BUY,"7,60,000",400.00,
31-AUG-2026,ULTRAMAR,Ultramarine & Pigments L,SHIVANI TEJAS TRIVEDI,BUY,"7,00,000",400.00,
31-AUG-2026,ULTRAMAR,Ultramarine & Pigments L,THIRUMALAI CHEMICALS LIMITED,SELL,"14,60,000",400.00,
01-SEP-2026,HATSUN,Hatsun Agro Product Ltd.,CHANDRAMOGAN R G,BUY,"8,25,000","1,192.00",
01-SEP-2026,HATSUN,Hatsun Agro Product Ltd.,RAJU KIRTI SHAH,SELL,"4,40,751","1,192.00",
01-SEP-2026,HATSUN,Hatsun Agro Product Ltd.,RAVI KIRTI SHAH,SELL,"3,84,249","1,192.00",
02-SEP-2026,ASTERDM,Aster DM Quality Care Ltd,CENTELLA MAURITIUS HOLDINGS LIMITED,SELL,"46,09,800",760.00,
02-SEP-2026,ASTERDM,Aster DM Quality Care Ltd,UNION (MAURITIUS) HOLDINGS LIMITED,BUY,"46,09,800",760.00,
02-SEP-2026,PINELABS,Pine Labs Limited,ALPHA WAVE VENTURES II LP,SELL,"3,54,56,317",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,EDELWEISS MUTUAL FUND,BUY,"25,78,981",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,GOLDMAN SACHS INVESTMENTS MAURITIUS I LIMITED,BUY,"41,62,862",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BUY,"1,03,15,925",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.,BUY,"24,50,000",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,JM FINANCIAL MUTUAL FUND,BUY,"16,11,865",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,"24,48,742",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BUY,"32,23,726",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,SOCIETE GENERALE,BUY,"45,31,963",155.10,
02-SEP-2026,PINELABS,Pine Labs Limited,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,BUY,"41,32,253",155.10,
03-SEP-2026,CLEANMAX,Clean Max Enviro En Sol L,DSDG HOLDING APS,SELL,"16,33,727","1,220.00",
03-SEP-2026,CLEANMAX,Clean Max Enviro En Sol L,DSP INDIA FUND INDIA LONG SHORT STRATEGY FUND WITH CASH MANAGEMENT OPTION,BUY,"2,04,919","1,220.00",
03-SEP-2026,CLEANMAX,Clean Max Enviro En Sol L,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,BUY,"5,09,485","1,220.00",
03-SEP-2026,CLEANMAX,Clean Max Enviro En Sol L,MAHINDRA MANULIFE MUTUAL FUND,BUY,"2,04,919","1,220.00",
03-SEP-2026,CLEANMAX,Clean Max Enviro En Sol L,SBI LIFE INSURANCE COMPANY LTD.,BUY,"5,09,485","1,220.00",
03-SEP-2026,CLEANMAX,Clean Max Enviro En Sol L,WHITEOAK CAPITAL MUTUAL FUND,BUY,"2,04,919","1,220.00",
03-SEP-2026,KRT,Knowledge Realty Trust,IIFL MANAGEMENT SERVICES LIMITED,SELL,"28,31,050",109.50,
03-SEP-2026,KRT,Knowledge Realty Trust,MEERA  GOYAL,BUY,"28,31,050",109.50,
03-SEP-2026,MEESHO,Meesho Limited,BAJAJ ALLIANZ LIFE INSURANCE COMPANY LIMITED,BUY,"20,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,BAJAJ LIFE INSURANCE LIMITED,BUY,"20,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,BOFA SECURITIES EUROPE SA -FPI,BUY,"12,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,BOFA SECURITIES EUROPE SA -ODI,BUY,"20,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,CANARA ROBECO MUTUAL FUND,BUY,"3,80,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,CANARA ROBECO MUTUAL FUND,BUY,"7,60,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,CANARA ROBECO MUTUAL FUND.,BUY,"7,60,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,COPTHALL MAURITIUS INVESTMENT LIMITED,BUY,"12,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,DENDANA INVESTMENTS (MAURITIUS) LIMITED,BUY,"65,665",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FGTFEBPFIAM EMERGING MARKETS OPPORTUNITIES COMMINGLED POOL,BUY,"9,13,300",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY CENTRAL INVESTMENTS PORTFOLIO LLC: FIDELITY EMERGING MARKETS EQUITY CENTRAL FUND,BUY,"3,31,100",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY EMERGING MARKETS EQUITY MULTI - ASSET BASE FUND,BUY,"80,800",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY EMERGING MARKETS OPPORTUNITIES INSTITUTIONAL TRUST,BUY,"84,700",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY FUNDS-INDIA FOCUS FUND,BUY,"18,56,158",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY INVESTMENT TRUST FIDELITY FIDELITY SERIES EMERGING MARKETS FUND,BUY,"30,72,600",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY INVESTMENTS INTERNATIONAL A/C FIDELITY INDIA FUND,BUY,"1,60,849",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY RUTLAND SQUARE TRUST II: STRATEGIC ADVISERS EMERGING MARKETS FUND,BUY,"58,600",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FIDELITY RUTLAND SQUARE TRUST II: STRATEGIC ADVISERS FID EMG MARKETS FUND,BUY,"1,14,400",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN INDIA EQUITY SAVINGS FUND,BUY,"1,69,145",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN INDIA FLEXI CAP FUND,BUY,"48,32,714",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN INDIA TAXSHIELD,BUY,"14,98,141",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN TEMPLETON INVESTMENT FUNDS - FRANKLIN INDIA FUND,BUY,"22,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN TEMPLETON MUTUAL FUND,BUY,"1,69,145",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN TEMPLETON MUTUAL FUND,BUY,"14,98,142",206.30,
03-SEP-2026,MEESHO,Meesho Limited,FRANKLIN TEMPLETON MUTUAL FUND,BUY,"48,32,713",206.30,
03-SEP-2026,MEESHO,Meesho Limited,GHISALLO MASTER FUND LP,BUY,"22,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,GOLDMAN SACHS BANK EUROPE SE,BUY,"53,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,HDFC STANDARD LIFE INSURANCE,BUY,"60,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,HDFC STANDARD LIFE INSURANCE CO LTD,BUY,"60,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,HSBC MUTUAL FUND,BUY,"12,11,828",206.30,
03-SEP-2026,MEESHO,Meesho Limited,INTEGRATED CORE STRATEGIES ASIA PTE LTD,BUY,"22,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,KUWAIT INVESTMENT AUTHORITY,BUY,"12,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MANULIFE GLOBAL FUND INDIA EQUITY FUND,BUY,"10,81,780",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MANULIFE PACIFIC ASIA EQUITY FUND,BUY,"27,73,147",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MANULIFE PROVIDENT FUNDS UNIT TRUST SERIES - MANULIFE INDIA EQUITY FUND,BUY,"64,907",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MANULIFE SINGAPORE PTE LTD,BUY,"11,13,810",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MORGAN STANLEY ASIA SINGAPORE PTE -ODI,BUY,"33,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MOTILAL OSWAL LARGE AND MIDCAP FUND,BUY,"34,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,MOTILAL OSWAL MULTI CAP FUND,BUY,"8,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BUY,"12,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,SOCIAL PROTECTION FUND,BUY,"2,16,356",206.30,
03-SEP-2026,MEESHO,Meesho Limited,SOCIETE GENERALE - ODI,BUY,"80,00,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,SUSQUEHANNA PACIFIC PTY LTD,BUY,"12,50,000",206.30,
03-SEP-2026,MEESHO,Meesho Limited,SVF II MEERKAT (DE) LLC,SELL,"4,46,82,672",206.30,
03-SEP-2026,MEESHO,Meesho Limited,SVF II MEERKAT (DE) LLC,SELL,"3,53,17,328",206.30,
04-SEP-2026,NXST,Nexus Select Trust,BREP ASIA SG FORUM HOLDING (NQ) PTE LIMITED,SELL,"74,95,149",164.00,
04-SEP-2026,NXST,Nexus Select Trust,WHITEOAK CAPITAL MUTUAL FUND,BUY,"74,95,149",164.00,
11-SEP-2026,BLACKBUCK,BLACKBUCK LIMITED,ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED,BUY,"6,00,000",576.05,
11-SEP-2026,BLACKBUCK,BLACKBUCK LIMITED,ABAKKUS INVESTMENT MANAGERS PRIVATE LIMITED,BUY,"21,00,000",576.05,
11-SEP-2026,BLACKBUCK,BLACKBUCK LIMITED,ACCEL INDIA IV (MAURITIUS) LIMITED,SELL,"27,00,000",576.05,
11-SEP-2026,GRANULES,Granules India Limited,360 ONE PIPE FUND,BUY,"2,86,535",872.50,
11-SEP-2026,GRANULES,Granules India Limited,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,"5,73,065",872.50,
11-SEP-2026,GRANULES,Granules India Limited,AMERICAN FDS DEVELOPING WORLD GROWTH AND INCOME FUND,BUY,"3,20,926",872.50,
11-SEP-2026,GRANULES,Granules India Limited,AMERICAN FUNDS INSURANCE SERIES GLOBAL SMALL CAPITALIZATION FUND,BUY,"91,594",872.50,
11-SEP-2026,GRANULES,Granules India Limited,BNP PARIBAS FINANCIAL MARKETS,BUY,"13,18,051",872.50,
11-SEP-2026,GRANULES,Granules India Limited,BUOYANT OPPORTUNITIES STRATEGY-III,BUY,"2,86,535",872.50,
11-SEP-2026,GRANULES,Granules India Limited,CAPITAL GROUP EMERGING MARKETS EQUITY COLLECTIVE TRUST US,BUY,"1,27,239",872.50,
11-SEP-2026,GRANULES,Granules India Limited,CAPITAL GROUP EMERGING MARKETS GROWTH COLLECTIVE TRUST (US),BUY,"18,728",872.50,
11-SEP-2026,GRANULES,Granules India Limited,CAPITAL INTERNATIONAL EMERGING MARKETS FUND,BUY,"34,085",872.50,
11-SEP-2026,GRANULES,Granules India Limited,CLARUS CAPITAL 1,BUY,"8,59,600",872.50,
11-SEP-2026,GRANULES,Granules India Limited,EDELWEISS MUTUAL FUND,BUY,"4,58,452",872.50,
11-SEP-2026,GRANULES,Granules India Limited,EMERGING MARKETS EQUITY FUND,BUY,"3,12,796",872.50,
11-SEP-2026,GRANULES,Granules India Limited,EMERGING MARKETS GROWTH FUND INC,BUY,"72,360",872.50,
11-SEP-2026,GRANULES,Granules India Limited,FLORIDA RETIREMENT SYSTEM,BUY,"4,16,692",872.50,
11-SEP-2026,GRANULES,Granules India Limited,GOLDMAN SACHS BANK EUROPE SE,BUY,"11,73,916",872.50,
11-SEP-2026,GRANULES,Granules India Limited,JAGDISH NARESH MASTER,BUY,"3,00,000",872.50,
11-SEP-2026,GRANULES,Granules India Limited,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BUY,"11,54,316",872.50,
11-SEP-2026,GRANULES,Granules India Limited,KRISHNA PRASAD CHIGURUPATI,SELL,"1,32,95,129",872.50,
11-SEP-2026,GRANULES,Granules India Limited,MYRAA VARUN RAHEJA,BUY,"6,87,679",872.50,
11-SEP-2026,GRANULES,Granules India Limited,OPTIMIX WHOLESALE GLOBAL EMERGING MARKETS SHARE TRUST,BUY,"1,82,350",872.50,
11-SEP-2026,GRANULES,Granules India Limited,SBI LIFE INSURANCE COMPANY LIMITED,BUY,"5,73,065",872.50,
11-SEP-2026,GRANULES,Granules India Limited,SMALLCAP WORLD FUND INC,BUY,"34,74,080",872.50,
11-SEP-2026,GRANULES,Granules India Limited,SUNDARAM MUTUAL FUND,BUY,"5,73,065",872.50,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,360 ONE ASSET MANAGEMENT LIMITED,BUY,"19,53,125",128.00,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,360 ONE ASSET MANAGEMENT LIMITED,BUY,"54,68,750",128.00,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,360 ONE MUTUL FUND,BUY,"25,73,125",128.00,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,ABU DHABI INVESTMENT AUTHORITY,BUY,"21,82,500",128.00,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,DSP MUTUAL FUND,BUY,"78,12,500",128.00,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,PRADEEP SINGH JAUHAR,SELL,"99,95,000",128.00,
11-SEP-2026,JAMNAAUTO,Jamna Auto Ind Ltd,RANDEEP SINGH JAUHAR,SELL,"99,95,000",128.00,
11-SEP-2026,LOTUSDEV,Sri Lotus Devlprs N Rty L,MOHAMED IRFAN MOHAMED LATIF SHAIKH,SELL,"15,00,000",201.75,
11-SEP-2026,LOTUSDEV,Sri Lotus Devlprs N Rty L,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,"15,00,000",201.75,
11-SEP-2026,NRBBEARING,NRB Bearings Limited,DT FUND,BUY,"2,27,565",505.00,
11-SEP-2026,NRBBEARING,NRB Bearings Limited,GP EMERGING MARKETS STRATEGIES LP,BUY,"1,11,805",505.00,
11-SEP-2026,NRBBEARING,NRB Bearings Limited,TRILOCHAN SINGH SAHNEY TRUST 1,SELL,"5,00,000",505.00,
11-SEP-2026,NRBBEARING,NRB Bearings Limited,UNIVERSITY OF NOTRE DAME DU LAC,BUY,"1,60,630",505.00,
