date,open,high,low,close,volume,source,downloaded_at,daily_return_pct,return_3d,return_5d,return_10d,avg_5d_volume,avg_20d_volume,volume_ratio_5d,volume_ratio_20d,volume_state,range_points,range_pct,gap_points,gap_pct,atr_5,atr_14,rolling_volatility_10d,rolling_volatility_30d,advance_decline_ratio,net_advances_pct,pct_above_50dma,highs_minus_lows_pct,composite_breadth_score,market_breadth_state
2023-02-03,1067.3753725425988,1067.3753725425988,1041.929212987467,1058.2874755859375,24699575,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.8514,-1.0557,-0.3573,-5.7867,20434747.0,15373124.0,1.2087,1.6067,elevated,25.45,2.4045,10.02,0.9476,25.95,22.04,0.9541,1.1043,3.5455,0.56,0.36,-0.08,0.548,mixed
2023-02-06,1051.9258301558875,1054.652247201578,1047.745460235849,1050.312744140625,14837879,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.1533,-1.2159,-2.0468,-5.3712,19047902.0,15797538.0,0.779,0.9393,dry,6.91,0.6576,-6.36,-0.6011,21.61,21.09,0.9611,1.0833,0.6667,-0.2,0.38,-0.04,0.408,weakened
2023-02-07,1050.5627428744976,1057.5603943899198,1041.9291690153093,1047.7908935546875,15135435,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.2638,-0.9046,-2.0371,-5.1187,17536670.0,16018172.0,0.8631,0.9449,dry,15.63,1.4918,0.25,0.0238,20.5,20.94,0.9717,1.0623,0.6129,-0.24,0.3,-0.04,0.368,weakened
2023-02-08,1051.017186057536,1072.3284093286718,1048.290888887822,1068.7159423828125,21160332,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,1.684,0.9854,0.515,-2.6491,17899177.0,16673832.0,1.1822,1.2691,elevated,24.04,2.2492,3.23,0.3079,18.59,21.7,1.2133,1.1217,3.4545,0.551,0.32,0.02,0.5402,mixed
2023-02-09,1069.3974980927496,1077.3039157739506,1060.559478401166,1070.578857421875,13172763,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,0.1105,1.9295,1.2506,-1.1122,17801197.0,16756992.0,0.74,0.7861,dry,16.74,1.5641,0.68,0.0638,18.58,22.1,1.1852,1.105,1.2727,0.12,0.38,0.08,0.484,mixed
2023-02-10,1070.0563840638993,1070.0563840638993,1054.7886158361223,1061.763671875,10790445,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.775,1.3335,0.3285,-0.03,15019371.0,16412076.0,0.7184,0.6575,dry,15.27,1.438,-0.52,-0.0488,16.65,22.0,1.0466,1.0875,0.8519,-0.08,0.36,0.06,0.434,weakened
2023-02-13,1063.3768779331142,1067.82996247789,1051.2672523692866,1055.7203369140625,10352493,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.72,-1.216,0.5149,-1.5425,14122294.0,15898771.0,0.7331,0.6512,dry,16.56,1.5689,1.61,0.1519,17.85,21.85,0.9413,1.0703,0.4706,-0.36,0.42,0.06,0.402,weakened
2023-02-14,1058.7192622894795,1082.3250555378218,1055.8565481440585,1080.598388671875,14321920,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,2.0666,0.9359,3.1311,1.0302,13959591.0,15933675.0,1.026,0.8988,normal,26.47,2.4494,3.0,0.2841,20.05,21.92,1.1563,1.1337,1.381,0.16,0.38,-0.04,0.48,mixed
2023-02-15,1079.6440602664363,1107.4531801088635,1078.2809718116707,1105.0675048828125,33503591,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,2.3548,4.0785,3.4014,3.9339,16428242.0,17071304.0,2.0394,1.9626,spike,29.17,2.6399,-0.95,-0.0883,20.97,22.84,1.2146,1.2381,3.0833,0.5102,0.44,0.06,0.584,strengthened
2023-02-16,1113.019527781497,1119.5401413378129,1101.9322491792432,1104.2042236328125,17264487,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.792,4.5925,3.1409,4.4307,17246587.0,17262114.0,1.001,1.0001,normal,17.61,1.5946,7.95,0.7196,21.15,21.64,1.2702,1.2206,1.2727,0.12,0.46,0.2,0.528,mixed
2023-02-17,1099.6375221146495,1112.1334412904273,1095.3661670147735,1108.8162841796875,11809520,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,0.8347,2.6113,4.4316,4.7746,17450402.0,17255588.0,0.6767,0.6844,dry,16.77,1.5122,-4.57,-0.4136,21.34,20.53,1.2161,1.2364,0.4286,-0.4,0.46,0.08,0.412,weakened
2023-02-20,1110.9974583087271,1113.155852121636,1095.1390690194628,1097.093017578125,8836937,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-1.2515,-0.7216,3.9189,4.4539,17147291.0,16950920.0,0.5154,0.5213,dry,18.02,1.6422,2.18,0.1967,21.63,20.31,1.3203,1.2447,0.6129,-0.24,0.46,0.06,0.442,weakened
2023-02-21,1101.4552961916092,1111.8154187780797,1096.1614739086865,1106.044677734375,13311592,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,0.4167,0.1667,2.3548,5.5597,16945225.0,17068794.0,0.7856,0.7799,dry,15.65,1.4153,4.36,0.3976,19.44,18.99,1.304,1.1751,0.6129,-0.24,0.42,-0.02,0.418,weakened
2023-02-22,1102.34116225432,1104.181409716533,1079.2124090771258,1080.9617919921875,11024335,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-1.9395,-2.5121,-2.1814,1.1458,12449374.0,16795573.0,0.8855,0.6564,dry,24.97,2.3099,-3.7,-0.3348,18.98,19.71,1.4049,1.1802,0.087,-0.84,0.36,-0.16,0.26,deteriorated
2023-02-23,1080.5529686414245,1088.1640768500556,1072.9872927091903,1075.78173828125,9851910,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.4416,-1.9425,-2.574,0.486,10966859.0,16668917.0,0.8983,0.591,dry,15.18,1.4108,-0.41,-0.0378,18.49,18.97,1.4122,1.173,0.7241,-0.16,0.36,-0.08,0.404,weakened
2023-02-24,1077.8264053087537,1088.8001014405163,1076.0088741166164,1083.142822265625,9434053,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,0.4933,-2.0706,-2.3154,2.0136,10491765.0,15849071.0,0.8992,0.5952,dry,12.79,1.1809,2.04,0.1901,17.74,19.15,1.3942,1.1309,0.8519,-0.08,0.34,-0.18,0.402,weakened
2023-02-27,1082.3705449963545,1085.8467152410444,1068.6024012348664,1075.9407958984375,11199715,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.594,-0.4645,-1.928,1.9153,10964321.0,15320452.0,1.0215,0.731,normal,17.24,1.6027,-0.77,-0.0713,17.59,19.27,1.3865,1.127,0.4706,-0.36,0.22,-0.4,0.276,deteriorated
2023-02-28,1070.6016220746749,1075.55458156191,1051.3126158801915,1055.356689453125,21994038,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-1.424,-1.8986,-4.5828,-2.3359,12700810.0,15285574.0,1.7317,1.4389,spike,24.24,2.297,-5.34,-0.4962,19.38,19.27,1.2754,1.1354,0.4286,-0.4,0.2,-0.28,0.272,deteriorated
2023-03-01,1065.103537748009,1065.7851421281152,1055.6747773158893,1065.05810546875,11551145,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.0043,-1.6697,-1.4713,-3.6205,12806172.0,14895741.0,0.902,0.7755,normal,10.11,0.9493,9.75,0.9236,16.1,18.82,0.9088,1.1172,6.1429,0.72,0.24,-0.04,0.536,mixed
2023-03-02,1061.9226969308686,1068.5796069332716,1054.9249246750653,1056.947021484375,9333535,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.4686,-1.7653,-1.7508,-4.2798,12702497.0,14679285.0,0.7348,0.6358,dry,13.65,1.2919,-3.14,-0.2944,15.79,18.67,0.9018,1.1158,0.4286,-0.4,0.22,-0.1,0.298,deteriorated
2023-03-03,1067.44368158329,1087.573426851757,1063.9903475271667,1083.91552734375,14643807,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,1.5431,2.7061,0.0713,-2.2457,13744448.0,14176497.0,1.0654,1.033,normal,23.58,2.1757,10.5,0.9931,19.32,19.67,1.0314,1.1653,4.5556,0.64,0.32,0.06,0.562,strengthened
2023-03-06,1090.5495987349282,1101.727741256493,1090.5495987349282,1094.5028076171875,10171916,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,0.3625,2.7646,1.7252,-0.2361,13538888.0,13943198.0,0.7513,0.7295,dry,11.18,1.0213,6.63,0.612,19.43,19.05,1.0035,1.1532,3.0833,0.5102,0.32,0.08,0.538,mixed
2023-03-08,1094.5028585607813,1099.1832244435238,1083.7337262043,1098.4334716796875,15782657,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,0.3591,3.9251,4.0817,-0.6881,12296612.0,13975560.0,1.2835,1.1293,elevated,15.45,1.4065,0.0,0.0,17.59,18.07,0.9997,1.1526,1.7222,0.2653,0.36,-0.06,0.4911,mixed
2023-03-09,1097.8201071650074,1098.2289976932168,1070.1474010143947,1072.0330810546875,16235128,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-2.3489,-1.0963,0.6549,-0.826,13233409.0,13729299.0,1.2268,1.1825,elevated,28.08,2.6195,-0.61,-0.0558,21.17,18.83,1.0832,1.2114,0.3889,-0.44,0.34,0.02,0.35,weakened
2023-03-10,1063.967514713159,1065.1034417835135,1051.9486346812796,1055.4248046875,13334091,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-0.8029,-3.5704,-0.144,-1.8923,14033520.0,13737366.0,0.9502,0.9706,normal,13.15,1.2464,-8.07,-0.7524,22.45,19.07,1.0962,1.2012,0.4286,-0.4,0.26,-0.24,0.3,weakened
2023-03-13,1058.2876262665352,1065.1035499544928,1033.7502288751575,1038.0670166015625,12771592,yfinance:RELIANCE.NS,2026-08-05T14:32:12.887897,-1.9107,-5.4957,-4.2299,-4.1616,13659077.0,13836423.0,0.935,0.923,normal,31.35,3.0204,2.86,0.2712,22.6,20.02,1.167,1.1981,0.0426,-0.9184,0.18,-0.38,0.1503,deteriorated
