date,open,high,low,close,volume,source,downloaded_at,daily_return_pct,return_3d,return_5d,return_10d,avg_5d_volume,avg_20d_volume,volume_ratio_5d,volume_ratio_20d,volume_state,range_points,range_pct,gap_points,gap_pct,atr_5,atr_14,rolling_volatility_10d,rolling_volatility_30d,advance_decline_ratio,net_advances_pct,pct_above_50dma,highs_minus_lows_pct,composite_breadth_score,market_breadth_state
2023-02-27,3059.200182190444,3059.200182190444,2992.421181163278,3006.724609375,1128022,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.7153,-2.0491,-4.4576,-4.3232,1181031.0,1502358.0,0.9551,0.7508,normal,66.78,2.221,-9.43,-0.3073,55.43,51.84,0.8268,0.9645,0.4706,-0.36,0.22,-0.4,0.276,deteriorated
2023-02-28,3003.7011359869543,3061.004732842947,2977.891868803714,2989.578369140625,4116217,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.4702,-2.9571,-4.0032,-5.3498,1776366.0,1567150.0,2.3172,2.6266,spike,83.11,2.7801,-3.02,-0.1006,60.47,53.43,0.8236,0.962,0.4286,-0.4,0.2,-0.28,0.272,deteriorated
2023-03-01,2998.738199575175,3058.297850845702,2991.5188479060203,3055.31982421875,1669307,yfinance:TCS.NS,2026-08-02T18:42:50.192839,1.8868,-0.4338,-0.466,-3.8331,1866542.0,1540357.0,0.8943,1.0837,dry,66.78,2.1857,9.16,0.3064,64.11,55.61,1.0207,0.9885,6.1429,0.72,0.24,-0.04,0.536,mixed
2023-03-02,3033.0305628388037,3041.0620046165113,2994.2265419515475,2997.33984375,1556538,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.1767,-0.3121,-2.7052,-6.6497,1889535.0,1527491.0,0.8238,1.019,dry,46.84,1.5626,-22.29,-0.7295,67.15,57.77,0.9622,1.007,0.4286,-0.4,0.22,-0.1,0.298,deteriorated
2023-03-03,3026.713284379806,3030.3229603301693,3006.047977690829,3016.01953125,1043190,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.3533,0.8844,-1.7145,-4.5414,1902655.0,1489428.0,0.5483,0.7004,dry,24.27,0.8049,29.37,0.98,64.42,55.26,0.9605,1.0079,4.5556,0.64,0.32,0.06,0.562,strengthened
2023-03-06,3033.842531496865,3072.691715860364,3031.2256043654165,3042.82177734375,1334132,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.296,-0.4091,1.2005,-3.3106,1943877.0,1499198.0,0.6863,0.8899,dry,41.47,1.3628,17.82,0.5909,60.52,56.57,0.9911,1.0105,3.0833,0.5102,0.32,0.08,0.538,mixed
2023-03-08,3035.736779184217,3064.614180175268,3005.8216847218846,3059.560546875,1844590,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.7848,2.0759,2.3409,-1.756,1489551.0,1518646.0,1.2384,1.2146,elevated,58.79,1.9216,-7.08,-0.2328,55.65,56.52,1.0084,1.0103,1.7222,0.2653,0.36,-0.06,0.4911,mixed
2023-03-09,3054.687706188105,3054.687706188105,3005.821815204135,3011.236328125,1648500,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.4224,-0.1586,-1.4428,-1.9021,1485390.0,1501723.0,1.1098,1.0977,elevated,48.87,1.6228,-4.87,-0.1593,52.66,56.86,1.0803,1.0352,0.3889,-0.44,0.34,0.02,0.35,weakened
2023-03-10,2989.623405611254,3011.597393364564,2968.958101481584,3005.957275390625,1024404,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.5464,-1.2115,0.2875,-2.4255,1378963.0,1470172.0,0.7429,0.6968,dry,42.64,1.4185,-21.61,-0.7177,48.97,55.52,1.1135,1.0419,0.4286,-0.4,0.26,-0.24,0.3,weakened
2023-03-13,3007.762627347276,3040.97169171865,2952.7150665107374,2961.694091796875,1901233,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.5317,-3.1987,-1.8012,-3.4848,1550572.0,1505843.0,1.2261,1.2626,elevated,88.26,2.9799,1.81,0.0601,60.02,58.8,1.1836,1.0714,0.0426,-0.9184,0.18,-0.38,0.1503,deteriorated
2023-03-14,2959.934582962972,2981.9535203922965,2896.223707775991,2901.232177734375,2670334,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.9832,-3.6531,-4.6532,-3.5085,1817812.0,1584962.0,1.469,1.6848,elevated,85.73,2.9549,-1.76,-0.0594,65.83,60.78,1.2212,1.1147,0.3514,-0.48,0.16,-0.48,0.22,deteriorated
2023-03-15,2932.8617458363906,2942.2018705999863,2880.521443910695,2886.748046875,1780522,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.5723,-3.9658,-5.6483,-3.4396,1804999.0,1594998.0,0.9864,1.1163,normal,61.68,2.1367,31.63,1.0902,66.41,61.58,1.2823,1.0529,0.6129,-0.24,0.2,-0.28,0.304,weakened
2023-03-16,2894.959981480573,2905.608569116776,2862.4728993941326,2874.204345703125,1901060,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.717,-2.954,-4.5507,-5.9279,1855511.0,1618578.0,1.0245,1.1745,normal,43.14,1.5008,8.21,0.2845,64.29,61.38,0.9842,1.0136,1.2727,0.12,0.26,-0.32,0.396,weakened
2023-03-17,2843.0708376396906,2907.0522516200167,2837.205114597425,2869.060546875,6739966,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.9141,-1.1089,-4.5542,-4.2798,2998623.0,1874630.0,2.2477,3.5954,spike,69.85,2.4345,-31.13,-1.0832,69.73,63.04,1.091,1.011,2.5714,0.44,0.32,-0.04,0.512,mixed
2023-03-20,2860.3520931076205,2860.3520931076205,2793.031772654829,2836.573486328125,2289468,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.8313,-1.7381,-4.2246,-5.9498,3076270.0,1936035.0,0.7442,1.1826,dry,67.32,2.3733,-8.71,-0.3035,67.28,63.03,1.0941,1.0141,0.3514,-0.48,0.3,-0.24,0.3,weakened
2023-03-21,2836.5736038648693,2848.711094996725,2795.197605797223,2803.003662109375,1815297,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.1835,-2.4772,-3.3858,-7.8814,2905263.0,1961996.0,0.6248,0.9252,dry,53.51,1.9091,0.0,0.0,60.84,60.92,1.0665,1.0269,1.0417,0.0204,0.3,0.06,0.4301,weakened
2023-03-22,2824.616642779389,2836.754134299332,2803.003751733395,2825.29345703125,1123939,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.024,-1.5255,-2.1289,-7.6569,2773946.0,1961216.0,0.4052,0.5731,dry,33.75,1.1946,21.61,0.7711,55.26,58.42,0.9717,1.0258,1.6667,0.25,0.32,0.02,0.48,mixed
2023-03-23,2810.9450664318592,2839.3263223706044,2798.401529515103,2819.74365234375,1372218,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.313,-0.5933,-1.8948,-6.3593,2668178.0,1968905.0,0.5143,0.6969,dry,40.92,1.4514,-14.35,-0.5079,54.81,56.98,0.998,0.992,0.7241,-0.16,0.32,0.0,0.396,weakened
2023-03-24,2841.6271470449155,2860.668276380488,2802.9134594441,2815.99853515625,1329577,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.9019,0.4636,-1.8495,-6.3194,1586100.0,1963305.0,0.8383,0.6772,dry,57.75,2.051,21.88,0.7761,52.39,58.75,0.9144,0.9746,0.2821,-0.56,0.22,-0.12,0.264,deteriorated
2023-03-27,2829.0837247587583,2845.1016629132937,2802.913572280926,2817.623046875,1524217,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.4051,-0.2715,-0.6681,-4.8645,1433050.0,1990637.0,1.0636,0.7657,normal,42.19,1.4973,13.09,0.4647,45.63,57.71,0.8755,0.9594,1.2727,0.12,0.24,-0.08,0.412,weakened
2023-03-28,2821.864106617975,2842.2136983642395,2806.6582589143677,2811.84716796875,1303530,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.355,-0.28,0.3155,-3.0809,1330696.0,1999412.0,0.9796,0.652,normal,35.56,1.2645,4.24,0.1505,42.03,56.05,0.7373,0.9204,0.5152,-0.32,0.24,-0.12,0.32,weakened
2023-03-29,2823.6689236329594,2842.6197217781473,2801.1987796733742,2832.602783203125,1740616,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.3164,0.5896,0.2587,-1.8756,1454032.0,1880632.0,1.1971,0.9255,elevated,41.42,1.4623,11.82,0.4204,43.57,55.17,0.6621,0.9284,8.8,0.7959,0.32,0.02,0.5892,strengthened
2023-03-31,2878.6711597054764,2899.47195965751,2844.4244061128143,2893.064697265625,2382581,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.5,2.6775,2.6003,0.6562,1656104.0,1916296.0,1.4387,1.2433,elevated,55.05,1.9027,46.07,1.6264,48.76,56.9,0.6848,0.9089,6.1429,0.72,0.38,0.2,0.616,strengthened
2023-04-03,2910.2557859956287,2910.2557859956287,2864.0519824028015,2887.740478515625,1521830,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.7737,2.6991,2.5477,0.6511,1694555.0,1914560.0,0.8981,0.7949,dry,46.2,1.6,17.19,0.5942,46.45,53.9,0.5921,0.879,1.9412,0.32,0.4,0.2,0.544,mixed
2023-04-05,2874.6555889687143,2945.8114118907883,2874.6555889687143,2923.656982421875,2655065,yfinance:TCS.NS,2026-08-02T18:42:50.192839,1.7046,3.2145,3.7632,3.07,1920724.0,1995154.0,1.3823,1.3308,elevated,71.16,2.4338,-13.08,-0.4531,52.24,52.86,0.8432,0.9609,2.8462,0.48,0.54,0.24,0.636,strengthened
2023-04-06,2910.301588759904,2939.4949346840967,2901.277397787005,2906.421142578125,1703464,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.1333,0.4617,3.3634,3.6895,2000711.0,2013621.0,0.8514,0.846,dry,38.22,1.3149,-13.36,-0.4568,52.77,51.18,0.7503,0.9618,1.6316,0.24,0.54,0.24,0.588,strengthened
2023-04-10,2905.788722968087,2952.7145035874473,2901.2766286777637,2944.95361328125,2203187,yfinance:TCS.NS,2026-08-02T18:42:50.192839,1.3478,1.9812,3.9663,4.2353,2093225.0,2031550.0,1.0525,1.0845,normal,51.44,1.7466,-0.63,-0.0218,54.78,51.78,0.8583,0.9956,1.7778,0.28,0.54,0.26,0.598,strengthened
2023-04-11,2945.4952314789316,2953.57183641114,2880.656346666499,2900.19384765625,2348779,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.538,-0.8025,0.2464,2.8531,2086465.0,2066564.0,1.1257,1.1366,elevated,72.92,2.5142,0.54,0.0184,55.99,52.0,1.0084,1.022,3.1667,0.52,0.62,0.34,0.686,strengthened
2023-04-12,2912.963319978562,2942.7431464979895,2886.8383344135827,2925.326416015625,2417727,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.4244,0.6505,1.3016,3.8824,2265644.0,2136230.0,1.0671,1.1318,normal,55.9,1.9111,12.77,0.4403,57.93,50.56,0.9664,1.0307,2.125,0.36,0.68,0.34,0.678,strengthened
2023-04-13,2896.765029058617,2914.813409301973,2869.6924586935834,2877.678955078125,4174070,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.6589,-2.2844,-1.5726,2.1314,2569445.0,2249872.0,1.6245,1.8552,spike,45.12,1.568,-28.56,-0.9763,54.82,50.71,0.9846,1.0309,1.2727,0.12,0.78,0.36,0.672,strengthened
2023-04-17,2828.2713129172603,2854.7120118386847,2770.651774963389,2833.144287109375,5505048,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.1723,-2.3119,-2.5212,0.7574,3329762.0,2391608.0,1.6533,2.3018,spike,84.06,2.967,-49.41,-1.7169,68.58,55.94,0.9726,0.9979,1.7778,0.28,0.76,0.4,0.7,strongly_participatory
2023-04-18,2847.08654077672,2848.8012689229336,2807.064393679631,2825.248046875,2617302,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-0.767,-3.4211,-4.0648,-0.2596,3412585.0,2433447.0,0.767,1.0756,dry,41.74,1.4773,13.94,0.4921,66.64,56.0,1.0099,1.0019,0.7857,-0.12,0.7,0.26,0.582,strengthened
2023-04-19,2825.248469834299,2833.59584613262,2771.7801405720834,2788.114013671875,3298034,yfinance:TCS.NS,2026-08-02T18:42:50.192839,-1.3144,-3.1124,-3.8646,-3.6277,3602436.0,2503296.0,0.9155,1.3175,normal,61.82,2.2171,0.0,0.0,64.42,56.29,1.0764,0.9363,0.5806,-0.2653,0.72,0.16,0.5509,strengthened
2023-04-20,2788.474964066555,2809.2306029576653,2777.6459350798887,2801.830810546875,2419999,yfinance:TCS.NS,2026-08-02T18:42:50.192839,0.479,-1.1053,-4.2216,-2.975,3602891.0,2287297.0,0.6717,1.058,dry,31.58,1.1273,0.36,0.0129,59.56,55.53,1.0691,0.9343,1.1739,0.08,0.74,0.16,0.628,strengthened
