date,open,high,low,close,volume,source,downloaded_at,daily_return_pct,return_3d,return_5d,return_10d,avg_5d_volume,avg_20d_volume,volume_ratio_5d,volume_ratio_20d,volume_state,range_points,range_pct,gap_points,gap_pct,atr_5,atr_14,rolling_volatility_10d,rolling_volatility_30d,sector_close,sector_rs_ratio,sector_zscore,sector_percentile,delivery_pct,delivery_pct_5d,fii_net,dii_net,advance_decline_ratio,net_advances_pct,pct_above_50dma,highs_minus_lows_pct,composite_breadth_score,market_breadth_state
2023-01-16,2993.323673691548,3025.8107560710764,2976.222878557972,3008.7099609375,1843607,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.514,2.4374,2.7074,4.5497,2484400.0,2073444.0,0.7421,0.8892,dry,49.59,1.6481,15.75,0.5289,58.74,,1.4684,1.3991,29264.650390625,0.10281038456900027,1.0104877542451085,0.9090909090909091,34.20065733989574,43.870432606008414,872.720805709661,-109.32015855063963,0.5625,-0.28,0.38,0.08,0.404,weakened
2023-01-17,3005.0549468178974,3051.800290054043,2996.9331766913624,3048.73193359375,1688475,yfinance:TCS.NS,2026-08-05T14:32:45.912639,1.4535,3.6242,5.1361,4.3439,2049164.0,2041364.0,0.824,0.8271,dry,54.87,1.7997,-3.66,-0.1215,53.86,,1.4339,1.3678,29498.0,0.10335385224739813,1.4109972810531224,1.0,43.50169976607222,43.72193157671879,95.58885660937229,808.97008649798,2.3333,0.4,0.44,0.04,0.56,strengthened
2023-01-18,3050.1760059457965,3076.3009900989787,3043.182259186601,3059.2001953125,2421189,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.2959,2.7413,4.1564,4.598,1989300.0,2070581.0,1.2171,1.1693,elevated,33.12,1.0826,1.44,0.0474,46.65,,1.4333,1.3107,29617.80078125,0.1032892420982578,1.205052537911044,0.9230769230769231,39.89735103732461,41.23330571444616,-331.28037685190975,1714.0443551024653,3.1667,0.52,0.48,0.22,0.618,strengthened
2023-01-19,3050.176310188505,3056.4932433752856,3033.030348681528,3043.94970703125,1585044,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.2041,1.1713,3.4616,4.1881,1856230.0,2035900.0,0.8539,0.7785,dry,23.46,0.7708,-9.02,-0.295,45.81,56.2,1.4096,1.2725,29632.349609375,0.10272387263101855,0.5790681468180954,0.7142857142857143,50.51397866076219,42.47756975509854,1229.7326851333462,-370.9044135665798,0.6667,-0.2,0.46,0.06,0.45,mixed
2023-01-20,3036.6398008661617,3063.3964349074176,3028.157150767711,3034.92529296875,1529349,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.0565,-0.4529,1.926,7.0992,1813533.0,2002130.0,0.8433,0.7639,dry,35.24,1.1611,-7.31,-0.2401,39.8,56.72,0.9214,1.2326,29529.650390625,0.10277552401813299,0.6064001337537432,0.7333333333333333,40.735807395830314,41.76989883997702,-238.13562270441736,925.1094785773587,0.225,-0.6327,0.4,0.0,0.3335,weakened
2023-01-23,3057.3954283238595,3085.370416009231,3028.1571422247093,3081.67041015625,1067916,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.794,0.7345,2.425,5.198,1658395.0,1943741.0,0.6439,0.5494,dry,57.21,1.8566,22.47,0.7404,41.32,56.1,0.5596,1.1949,30086.0,0.10242871801356944,0.21473464448612636,0.5,46.19378959610771,44.16852529121941,1741.6051745134068,145.26074219905465,1.7778,0.28,0.46,0.06,0.546,mixed
2023-01-24,3090.784799878651,3115.1049457004037,3083.8362182605956,3100.982177734375,1387863,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.3299,1.8736,1.7138,6.9379,1598272.0,1911043.0,0.8684,0.7262,dry,31.27,1.0083,9.11,0.2958,37.04,55.89,0.5399,1.1572,30316.900390625,0.10228559443013846,0.049227473859919664,0.4117647058823529,48.54022563750339,45.17623046550565,-51.87913921321298,-442.3976050064616,0.6129,-0.24,0.46,0.04,0.44,weakened
2023-01-25,3091.055812758132,3099.80923290407,3072.736663184384,3095.071533203125,874110,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.1299,1.9818,1.1726,5.3778,1288856.0,1853435.0,0.6782,0.4716,dry,27.07,0.8747,-9.93,-0.3201,36.06,54.42,0.5037,1.1247,30043.900390625,0.10301829965356035,0.8711049843243382,0.8888888888888888,36.60201451029235,44.51716316009919,-642.4357382512976,1231.7094068487925,0.2821,-0.56,0.42,-0.32,0.324,weakened
2023-01-27,3091.68691825546,3109.7352948944294,3052.251259362731,3078.19580078125,1785879,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.4364,-0.1128,1.1251,4.6256,1329023.0,1849880.0,1.3438,0.9654,elevated,57.48,1.8675,-3.38,-0.1094,42.32,51.52,0.5709,1.1098,29766.44921875,0.10341158860299275,1.2451133071468274,1.0,48.88738071767893,44.19184357148254,1137.0822011089522,25.88575283995207,0.2821,-0.56,0.32,-0.34,0.282,deteriorated
2023-01-30,3086.272646280671,3120.970609015345,3055.1843591556817,3098.590576171875,1953798,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.3991,-0.0771,2.0978,4.0642,1413913.0,1855076.0,1.3818,1.0532,elevated,65.79,2.1231,8.08,0.2624,48.43,48.95,0.5353,1.0802,30094.849609375,0.10296082606794676,0.6917292544379023,0.8,43.19489048064956,44.68366018844638,-126.23805920230254,-1608.1535413332674,1.2727,0.12,0.3,-0.22,0.422,weakened
2023-01-31,3112.4428172521584,3112.4428172521584,3024.005764167,3030.954345703125,2820375,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-2.6182,-2.0716,-1.6457,0.7393,1764405.0,1960617.0,1.5985,1.4385,spike,88.44,2.9178,13.85,0.447,54.68,49.6,1.0649,1.2372,29740.349609375,0.10191387745985617,-0.8203148330280156,0.25,45.666450001653786,44.5781922695556,255.6760148547769,863.8063077998944,0.96,-0.0204,0.3,0.0,0.4159,weakened
2023-02-01,3034.8354592445226,3085.3709292765457,3027.616106382806,3075.76025390625,2205161,yfinance:TCS.NS,2026-08-05T14:32:45.912639,1.3485,-0.0791,-0.8134,0.8865,1927865.0,2008616.0,1.1438,1.0979,elevated,57.75,1.8777,3.88,0.128,59.54,48.79,1.0494,1.2312,30018.25,0.10246301013237781,-0.14557273220385653,0.5,43.186347102164824,43.50741656248789,422.3996085553049,265.08879676772716,0.9231,-0.04,0.34,-0.08,0.42,weakened
2023-02-02,3092.5892801632986,3130.490870407494,3086.362678464304,3122.72998046875,1813847,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.9746,0.779,0.8936,2.0767,2115812.0,2037725.0,0.8573,0.8901,dry,44.13,1.4131,16.83,0.5472,64.84,50.53,1.0919,1.2119,30566.75,0.10216100764617599,-0.7101701794858526,0.25,62.818225476071504,48.75065875564373,-1243.216995225337,1170.4778586441096,0.6667,-0.2,0.28,-0.12,0.36,weakened
2023-02-03,3162.076345772332,3162.076345772332,3115.9626442696253,3142.493896484375,1804469,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.6193,3.68,2.0888,3.2374,2119530.0,2036646.0,0.8514,0.886,dry,46.11,1.4674,39.35,1.26,62.56,49.16,1.111,1.2,30597.650390625,0.10270376503965882,0.24590161376764028,0.5,47.89202220209653,48.55158705252724,-556.3523055944356,-225.18972405091108,3.5455,0.56,0.36,-0.08,0.548,mixed
2023-02-06,3134.2363491995434,3134.2363491995434,3101.4787169293004,3122.324462890625,1138714,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.3801,1.5139,0.766,2.8798,1956513.0,1969163.0,0.582,0.5783,dry,32.76,1.0491,-8.26,-0.2628,57.61,48.54,1.1184,1.1817,30411.099609375,0.10267055460000823,0.07856488076251766,0.45,38.23325080023182,47.5592591164437,-255.9469274680022,-813.772703917699,0.6667,-0.2,0.38,-0.04,0.408,weakened
2023-02-07,3130.4011068970385,3152.149492409252,3123.632964557196,3133.695068359375,1455647,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.1052,0.3511,3.3897,1.6882,1683568.0,1897692.0,0.8646,0.7671,dry,28.52,0.91,8.08,0.2587,45.89,46.75,1.0842,1.1581,30310.69921875,0.10338577298213206,1.4445365198009703,0.95,49.670908760038046,48.36015086812054,1389.6222680291255,-530.9056705354297,0.6129,-0.24,0.3,-0.04,0.368,weakened
2023-02-08,3138.658461421749,3194.472944637688,3138.658461421749,3176.605224609375,1986946,yfinance:TCS.NS,2026-08-05T14:32:45.912639,1.209,1.0855,3.2787,2.4387,1639925.0,1803806.0,1.2116,1.1015,elevated,55.81,1.757,4.96,0.1584,46.49,48.73,1.1542,1.1511,30774.05078125,0.10322349979823961,1.0435355376108493,0.8,32.322639008961794,46.187409249479934,-1490.6168263836041,869.2996234216524,3.4545,0.551,0.32,0.02,0.5402,mixed
2023-02-09,3172.0027035874955,3201.421650359285,3163.249283575588,3195.330322265625,1655427,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.7354,2.3382,2.3249,3.2393,1608241.0,1750552.0,1.0293,0.9457,normal,38.17,1.1946,-4.6,-0.1449,43.18,49.59,1.1768,1.1331,30990.849609375,0.10310560576883991,0.7086307216905262,0.75,37.374511608812554,41.09866647602815,-1156.3990488613126,899.7532269650237,1.2727,0.12,0.38,0.08,0.484,mixed
2023-02-10,3176.5150407476153,3196.6841945451315,3165.821286929602,3192.3525390625,1187821,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.4986,1.8718,1.5866,3.7086,1484911.0,1697424.0,0.7999,0.6998,dry,30.86,0.9668,-18.82,-0.5888,40.13,49.28,1.169,1.1134,30870.19921875,0.10341211329545041,1.2750954921597817,1.0,49.57488988695299,41.435240012999444,-1032.4345139149261,912.8693213595712,0.8519,-0.08,0.36,0.06,0.434,weakened
2023-02-13,3202.684683091803,3202.684683091803,3134.4617259760194,3142.58349609375,1087939,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.8766,-1.071,0.6488,1.4198,1474756.0,1664679.0,0.7377,0.6535,dry,68.22,2.1709,10.33,0.3237,45.57,50.06,1.329,1.1634,30289.650390625,0.1037510653165682,1.7722584540198745,1.0,47.07481374089408,43.20355260113189,207.31456322890304,-339.3048607350596,0.4706,-0.36,0.42,0.06,0.402,weakened
2023-02-14,3162.978405332995,3180.8915095356965,3153.9542158741274,3158.556640625,1579818,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.1398,-1.1509,0.7934,4.21,1499590.0,1651489.0,1.0535,0.9566,normal,26.94,0.8528,20.39,0.649,47.27,50.41,0.9863,1.1647,30588.75,0.10325876803154754,0.7007233857963898,0.7,45.59117043528569,42.387604936181425,-412.9387354781626,2397.7609148585834,1.381,0.16,0.38,-0.04,0.48,mixed
2023-02-15,3146.7350075745903,3181.929348066534,3122.504969647513,3177.101318359375,1429449,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.965,-0.4777,0.0156,3.2948,1388091.0,1638538.0,1.0298,0.8724,normal,59.42,1.8704,-11.82,-0.3743,47.0,52.64,0.9426,1.1338,30934.349609375,0.1027046425245197,-0.3689879752615653,0.4,36.17182407706058,43.157441949801175,1499.748074755309,290.67656932004235,3.0833,0.5102,0.44,0.06,0.584,strengthened
2023-02-16,3183.011851730481,3226.147518559538,3182.831412016641,3210.8515625,1618931,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.8746,2.1724,0.4857,2.8219,1380792.0,1598425.0,1.1725,1.0128,elevated,43.32,1.3491,5.91,0.186,49.17,52.03,0.9333,1.1408,31434.849609375,0.10214305467974655,-1.367872864746278,0.1,42.24124633284233,44.130788894607136,-1533.095623653281,-354.6044725220165,1.2727,0.12,0.46,0.2,0.528,mixed
2023-02-17,3182.0646250812088,3193.570467173406,3149.442266805479,3159.504150390625,1061369,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.709,0.03,-1.029,0.5413,1355501.0,1572241.0,0.783,0.6751,dry,44.13,1.3967,-28.79,-0.8966,55.28,51.72,0.9418,1.1442,31054.849609375,0.10173947676876907,-1.8688339999570958,0.05,44.3148898323217,43.07878888368087,-783.31009912963,1634.4364322961299,0.4286,-0.4,0.46,0.08,0.412,weakened
2023-02-20,3160.271129596154,3178.319508405955,3135.9509832133717,3147.005615234375,1296082,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.4198,-0.9473,0.1407,0.7905,1397130.0,1560578.0,0.9277,0.8305,normal,42.37,1.3463,0.77,0.0243,50.11,48.43,0.9442,1.015,31222.349609375,0.10079336291492416,-2.65279008371373,0.05,33.895678757098125,40.44296188692168,1670.7138666121289,-144.1278828179284,0.6129,-0.24,0.46,0.06,0.442,weakened
2023-02-21,3153.0520648453344,3166.498020154709,3108.607927983963,3114.248046875,1139541,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.2307,-3.0087,-1.4028,-0.6206,1309074.0,1564159.0,0.8705,0.7285,dry,57.89,1.8589,6.05,0.1921,54.03,48.44,1.0371,0.9314,30947.25,0.10063084916672725,-2.3171046500829124,0.05,50.592671755158364,41.44326215089622,-988.0175973177194,-1359.03069400621,0.6129,-0.24,0.42,-0.02,0.418,weakened
2023-02-22,3081.715617084995,3110.6381891326687,3063.712402699568,3069.623291015625,1218430,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.3924,-2.8448,-3.3829,-3.3678,1266871.0,1555688.0,0.9618,0.7832,normal,46.93,1.5287,-32.53,-1.0446,52.25,48.14,0.9479,0.9363,30608.19921875,0.10028761473609438,-2.2267205539935317,0.05,44.91934175666947,43.19276568681799,-349.7461935354897,753.8576745423031,0.087,-0.84,0.36,-0.16,0.26,deteriorated
2023-02-23,3087.175351151494,3115.5112191854573,3075.443904333321,3080.677978515625,1441570,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.2105,-2.1076,-4.0542,-3.5881,1231398.0,1584061.0,1.1707,0.91,elevated,40.07,1.3006,17.55,0.5718,51.62,48.12,0.8932,0.9169,30598.400390625,0.10068101401338318,-1.5974683685457152,0.15,42.58462399755233,43.261441219759995,-740.0461615447682,1574.9796625298193,0.7241,-0.16,0.36,-0.08,0.404,weakened
2023-02-24,3088.5289980581183,3098.861651446193,3052.2517986673643,3068.630615234375,977592,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.6443,-1.4648,-2.8762,-3.8756,1214643.0,1543646.0,0.8048,0.6333,dry,46.61,1.5189,7.85,0.2548,48.66,48.52,0.8572,0.9262,30514.900390625,0.10056171168683024,-1.5134210593588178,0.1,52.89341031072694,44.97714531544104,-627.9323643658709,672.103567987705,0.8519,-0.08,0.34,-0.18,0.402,weakened
2023-02-27,3059.200182190444,3059.200182190444,2992.421181163278,3006.724609375,1128022,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.7153,-2.0491,-4.4576,-4.3232,1181031.0,1502358.0,0.9551,0.7508,normal,66.78,2.221,-9.43,-0.3073,55.43,51.84,0.8268,0.9645,29919.19921875,0.10049482231766156,-1.3980331282492833,0.1,41.286259814218894,46.4552615268652,-662.2273465104797,-756.3474650626252,0.4706,-0.36,0.22,-0.4,0.276,deteriorated
2023-02-28,3003.701381280899,3061.004982816527,2977.8921119899733,2989.57861328125,4116217,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.4702,-2.9571,-4.0032,-5.3498,1776366.0,1567150.0,2.3172,2.6266,spike,83.11,2.7801,-3.02,-0.1005,60.47,53.43,0.8236,0.962,29663.94921875,0.10078154433299785,-1.065458462663372,0.3,45.52630099319028,45.44198737447159,1449.469742726979,547.9422982316667,0.4286,-0.4,0.2,-0.28,0.272,deteriorated
2023-03-01,2998.738199575175,3058.297850845702,2991.5188479060203,3055.31982421875,1669307,yfinance:TCS.NS,2026-08-05T14:32:45.912639,1.8868,-0.4338,-0.466,-3.8331,1866542.0,1540357.0,0.8943,1.0837,dry,66.78,2.1857,9.16,0.3064,64.11,55.61,1.0207,0.9885,30097.75,0.1015132301988936,-0.40925235423707507,0.4,50.650107451228514,46.588140513383394,120.38875408260057,-45.387615069540765,6.1429,0.72,0.24,-0.04,0.536,mixed
2023-03-02,3033.0300687433623,3041.0615092127086,2994.22605417747,2997.33935546875,1556538,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.1767,-0.3121,-2.7052,-6.6497,1889535.0,1527491.0,0.8238,1.019,dry,46.84,1.5626,-22.29,-0.7295,67.15,57.77,0.9622,1.007,29717.44921875,0.10086125943735445,-0.8833073533216238,0.4,55.80436101697887,49.2320879172687,-689.7314812650338,982.5452143710713,0.4286,-0.4,0.22,-0.1,0.298,deteriorated
2023-03-03,3026.713529386069,3030.3232056286283,3006.0482210242776,3016.019775390625,1043190,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.3533,0.8844,-1.7145,-4.5414,1902655.0,1489428.0,0.5483,0.7004,dry,24.27,0.8049,29.37,0.98,64.42,55.26,0.9605,1.0079,29817.05078125,0.10115084142685242,-0.5822583084784569,0.45,44.16660609723768,47.48672707457085,-681.7983894830174,-63.65682685574754,4.5556,0.64,0.32,0.06,0.562,strengthened
2023-03-06,3033.842531496865,3072.691715860364,3031.2256043654165,3042.82177734375,1334132,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.296,-0.4091,1.2005,-3.3106,1943877.0,1499198.0,0.6863,0.8899,dry,41.47,1.3628,17.82,0.5909,60.52,56.57,0.9911,1.0105,30179.75,0.10082329301414857,-0.7727512898217695,0.4,38.430347007354634,46.915544513198,213.54854862861242,2250.4915566277236,3.0833,0.5102,0.32,0.08,0.538,mixed
2023-03-08,3035.736779184217,3064.614180175268,3005.8216847218846,3059.560546875,1844590,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.7848,2.0759,2.3409,-1.756,1489551.0,1518646.0,1.2384,1.2146,elevated,58.79,1.9216,-7.08,-0.2328,55.65,56.52,1.0084,1.0103,30065.75,0.10176232247241462,0.06764414799507934,0.65,58.84992022856658,49.58026836027326,-844.209877709317,899.0028580372825,1.7222,0.2653,0.36,-0.06,0.4911,mixed
2023-03-09,3054.6884491786423,3054.6884491786423,3005.82254630904,3011.237060546875,1648500,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.4224,-0.1586,-1.4428,-1.9021,1485390.0,1501723.0,1.1098,1.0977,elevated,48.87,1.6228,-4.87,-0.1592,52.66,56.86,1.0803,1.0352,29742.349609375,0.10124408797876923,-0.3092337795200518,0.55,47.42391902735733,48.93503067549902,813.0388816875462,-302.9459069985814,0.3889,-0.44,0.34,0.02,0.35,weakened
2023-03-10,2989.6236484252595,3011.5976379632734,2968.9583426171757,3005.95751953125,1024404,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.5464,-1.2115,0.2875,-2.4255,1378963.0,1470172.0,0.7429,0.6968,dry,42.64,1.4185,-21.61,-0.7178,48.97,55.52,1.1135,1.0419,29545.5,0.10173994413806671,0.21375264762776058,0.7,56.02826318313619,48.97981110873049,936.2052133238238,-254.2775371861578,0.4286,-0.4,0.26,-0.24,0.3,weakened
2023-03-13,3007.7623794090946,3040.9714410429538,2952.7148231102783,2961.69384765625,1901233,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.5317,-3.1987,-1.8012,-3.4848,1550572.0,1505843.0,1.2261,1.2626,elevated,88.26,2.9799,1.8,0.06,60.02,58.8,1.1836,1.0714,29267.0,0.10119567593727577,-0.22240521421114923,0.55,50.89116484406731,50.32472285809641,-1641.188300186717,-539.5375794350894,0.0426,-0.9184,0.18,-0.38,0.1503,deteriorated
2023-03-14,2959.934084802029,2981.9530185255367,2896.223220337673,2901.231689453125,2670334,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.9832,-3.6532,-4.6532,-3.5086,1817812.0,1584962.0,1.469,1.6848,elevated,85.73,2.9549,-1.76,-0.0594,65.83,60.78,1.2212,1.1147,28784.69921875,0.10079075926432812,-0.6025384946015109,0.35,60.304292531727754,54.69951196297103,566.0932261673037,57.8749254428098,0.3514,-0.48,0.16,-0.48,0.22,deteriorated
2023-03-15,2932.861497795797,2942.2016217694713,2880.521200296672,2886.747802734375,1780522,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.5723,-3.9658,-5.6483,-3.4396,1804999.0,1594998.0,0.9864,1.1163,normal,61.68,2.1367,31.63,1.0902,66.41,61.58,1.2823,1.0529,28716.5,0.10052575358189107,-0.9428122628936124,0.15,47.713391687120385,52.472206254681794,-131.7771350528086,158.42935795775614,0.6129,-0.24,0.2,-0.28,0.304,weakened
2023-03-16,2894.960227384223,2905.608815924938,2862.4731425382656,2874.20458984375,1901060,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.717,-2.954,-4.5507,-5.9279,1855511.0,1618578.0,1.0245,1.1745,normal,43.14,1.5008,8.21,0.2845,64.29,61.38,0.9842,1.0136,28517.25,0.1007882804212801,-0.4623020309622038,0.4,60.51714924651205,55.09085229851273,-489.21797808975316,-265.6930879953522,1.2727,0.12,0.26,-0.32,0.396,weakened
2023-03-17,2843.0708376396906,2907.0522516200167,2837.205114597425,2869.060546875,6739966,yfinance:TCS.NS,2026-08-05T14:32:45.912639,0.9141,-1.1089,-4.5542,-4.2798,2998623.0,1874630.0,2.2477,3.5954,spike,69.85,2.4345,-31.13,-1.0832,69.73,63.04,1.091,1.011,28854.44921875,0.09943217162539518,-2.610990653886453,0.05,27.042039167282045,49.29360749534191,2234.6075615049335,-49.657006156974994,2.5714,0.44,0.32,-0.04,0.512,mixed
2023-03-20,2860.3523392948427,2860.3523392948427,2793.0320130478685,2836.57373046875,2289468,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-0.8313,-1.7381,-4.2246,-5.9498,3076270.0,1936035.0,0.7442,1.1826,dry,67.32,2.3733,-8.71,-0.3035,67.28,63.03,1.0941,1.0141,28442.94921875,0.09972853759478781,-1.8353828553391118,0.1,45.60794119627306,48.23696276578306,-1106.9923390808192,-1745.184140025242,0.3514,-0.48,0.3,-0.24,0.3,weakened
2023-03-21,2836.5740979939796,2848.7115912401773,2795.1980927186637,2803.004150390625,1815297,yfinance:TCS.NS,2026-08-05T14:32:45.912639,-1.1835,-2.4772,-3.3857,-7.8814,2905263.0,1961996.0,0.6248,0.9252,dry,53.51,1.9091,0.0,0.0,60.84,60.92,1.0665,1.0269,28164.849609375,0.09952136046405916,-1.8708782604506735,0.1,48.73408621228402,45.922921501894315,780.5733357942744,-587.2646581066724,1.0417,0.0204,0.3,0.06,0.4301,weakened
